title,price
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Gaming Laptop (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS",164990
"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS",37990
"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 8 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",20150
"ASUS Vivobook 15, Intel Pentium Gold 7505, 15.6-inch FHD 60Hz, Thin & Light Laptop (8GB/512GB SSD//Win11/Office 2021//Chiclet//37WHr/Indie Black/1.80 kg), X1500EA-EJ121WS",25990
"MSI Modern 15, Intel 12th Gen. i3-1215U, 38CM FHD 60Hz Laptop(8GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Iris Xe Graphics/Classic Black/1.7Kg), B12MO-1008IN",30890
"(Refurbished) HP Elitebook Laptop 840G5 Intel Core i5 - 8350u Processor 8th Gen, 32 GB Ram & 1TB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.54KG) Notebook Computer",31786
"Lenovo Legion Pro 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003NIN",156990
"(Refurbished) Lenovo ThinkPad X13 (2021) Intel Core i5 10th Gen 33.78cm (13.3"") Full HD Laptop (16GB RAM/ 512GB SSD/Windows 10 Professional/Black/ 1.29 kg), 20T2S0TQ00",30500
"Lenovo ThinkBook 15 G5 AMD Ryzen 3 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11/MS Office/Fingerprint Reader/Mineral Grey/1 Year Onsite/1.7 kg)",36990
"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 8 GB RAM, 512gb SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",18099
"MSI Modern 14, Intel 12Th Gen. I7-1255U, 36Cm FHD 60Hz Laptop(16GB/512GB NVME SSD/Windows 11 Home/Bluetooth/Mso 2021/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12MO-1211IN",48990
(Refurbished) HP Elitebook 840 G3 Laptop (Core i5 6th Gen 8Gb Ram 1Tb Hdd 14.1 inches Led Windows 10 Pro),17990
"(Refurbished) FUTOPIA ULTIMUS Pro, Celeron N4020c Thin & Light 4GB RAM 128GB eMMC, 14.1-inch (35.8 cm) HD Display Win 11 Home Space Grey 1.20 Kg (NU14U5INC43BN-SG)",11041
"Dell Latitude 3440 i5-1235U / 16GB RAM / 512 SSD/Win 11 Pro / 14"" FHD/NO ODD/with bagpack",57690
"MSI Modern 15, Intel 12th Gen i7-1255U, 40CM FHD Thin & Light Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12MO-816IN",48990
"(Refurbished) ASUS TUF Gaming F17, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 165Hz, Gaming Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 2050/Win 11/ RGB Backlit KB/Black/2.60 kg), FX706HF-NY040W",49999
(Refurbished) Lenovo Thinkpad 13.3 Inch Intel Core i5 8th Gen/ 8GB RAM/ 512GB SSD/ Windows 10 Pro/WiFi/BT/Webcam/Intel HD Graphics,17950
"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA ® GeForce RTX ¢ 4050) PHN16-71, (16"") WUXGA Display",110490
"Lenovo Laptop V14 G2-ITL Intel Core i5-1135G7/ 11th Gen/ 8GB RAM/ 256 SSD/Windows 11/Ms-Office/ Intel UHD Graphics/ 14.1 Inch/ 1 Year Warranty, Iron Grey,1.5kg",36990
"Lenovo V14 Gen 2 Laptop Intel Core i5-1135G7 11TH GEN/ 35.6cms (14"" inch)/ Integrated Intel UHD Graphics/ 8GB/ 512GB SSD/Windows 11/ Iron Grey/ 1.46kg/ 1 Year Onsite Warranty",37030
"Samsung Galaxy Book2 (NP750) Intel 12th Gen core i7 39.6cm (15.6"") FHD Thin & Light Laptop (16 GB/512 GB/Windows 11/MS Office/Backlit Keyboard/Fingerprint Reader/Silver/1.55Kg), NP750XED-KC2IN",64990
"(Refurbished) Lenovo Thinkpad X390 (Core i5 8th Gen/ 8GB Ram/ 256GB SSD/ WebCam/ 13.3 "" Non Touch)",19998
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK523WS",37990
"(Refurbished) Dell 14 Laptop, Intel Core 12Th Generation I3-1215U/ 8Gb/ 512Gb Ssd/ 14.0""(35.56Cm) Fhd With /Windows 11 + Mso'21/15 Month Mcafee/Dark Silver/Spill-Resistant Keyboard/ 1.48Kg",30166
"HP Pavilion 15 12Th Gen Intel Core I5 8Gb Sdram/512Gb Ssd 15.6 Inches Fhd,IPS,Micro-Edge Display/Intel Iris Xe Graphics/B&O/Windows 11 Home/Ms Office 2021/Fast Charge/1.75Kg, 15-Eg2009Tu, Silver",59490
"(Refurbished) Dell Precision Mobile Workstation M7530, Intel Core i7 8850H, 32GB RAM, 512 GB Hard Disk, Nvidia Quadro P3200 6GB Graphic Card,15.6"" Screen, Windows 10 Pro, 3 Years Warranty by Dell.",58000
"Apple 2024 MacBook Pro Laptop with M4 Max chip with 14‑core CPU and 32‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 1TB SSD Storage; Space Black",309990
"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O, Dual Speakers (MSO, Silver, 2.29 kg), fa0187TX",84490
"(Refurbished) Dell Latitude Laptop 7490 Intel Core i7 Mobile-8th Gen Processor , 16 GB Ram & 2TB SSD, 14 Inches FHD 1080p 1.4KG Light Weight Notebook Computer",31990
"(Renewed) Dell Latitude Laptop E7480 Intel Core i5 Windows 10 Pro - 6200u Processor 6th Gen, 16 GB Ram & 256 GB SSD, 14.1 inches - Ultra Slim & Feather Light 1.37KG, Notebook Computer",20175
"TECNICO Diamond Desktop Computer, Core i7-3770 3.4 GHz, 16GB DDR3 RAM, 512GB SSD, GT 730 4GB Graphics, Windows 11",12999
Acer Nitro 5 Gaming Laptop AMD Ryzen5-6600H- (Windows 11 Home/16 GB/ 1 TB SSD/NVIDIA GeForce RTX 3050 4 GB Graphics/165Hz)| AN515-46 with 39.6 Cm (15.6 Inch) IPS Display,100742
"(Refurbished) Dell Latitude Laptop E7480 Intel Core i5 - 7300u Processor 7th Gen, 32 GB Ram & 2TB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.37KG) Notebook Computer",34990
"Dell Inspiron 5330, Intel Evo Platform Powered by Intel Core i7-1360P Processor/ 16GB LP DDR5/ 512GB SSD/13.3"" (33.78cm) QHD+ 16:10 Aspect Ratio/Backlit KB/ 15 Month McAfee/Platinum Silver/ 1.24kg",77570
"(Refurbished) Dell Latitude Laptop 5480 Intel Core i7 -7th Gen -Processor , 16 GB Ram & 2TB SSD, 14 Inches FHD 1080p Notebook Computer",36500
"Lenovo Yoga Slim 6 12th Gen Intel Evo Core i5 1240P 14""(35.5cm) 2.2K 300Nit Laptop (16GB/512GB SSD/60Hz Refresh/Win 11/Office 21/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Grey/1.3Kg), 82WU0095IN",77990
"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.",16990
"(Refurbished) Dell Latitude Laptop 7480 Intel Core i5 - 6300u Processor 6th Gen, 8 GB Ram & 256 GB SSD, 14.1 Inches (Ultra Slim & Feather Light 1.48KG) Notebook Computer",18299
"(Refurbished) ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192WS",72891
"Lenovo ThinkPad E14 (2024) Intel Core i5 12th Gen 1245U (16GB RAM/512GB SSD/Windows 11 Pro/FPR/Backlit Keyboard/Black/1.59 kg/MS Office 2021), 14"" FHD Thin and Light Business Laptop",68810
"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.38 kg), E1404FA-NK322WS",36999
"(Refurbished) Dell Inspiron5320 2in1 Touch Laptop, 11th Gen Intel i5-1135U/16GB/512GB SSD/13.3"" (35.56cm) FHD+ 16:10 Aspect Ratio/Backlit KB + Win 11 /Platinum Silver/1.58kg",41400
"Dell [Smartchoice] Alienware M16 R2 Gaming Laptop,Intel Ultra 9 185H,32GB DDR5,1TB SSD,Nvidia RTX 4070 8 Gb GDDR6,16"" (40.6Cm) QHD+ 240Hz,Nvidia G-Sync +Alienfx RGB Backlit Kb,Dark Metallic,2.61Kg",215490
"Lenovo Yoga Book 9 13th Gen Intel Evo Core i7 Dual 13.3"" 2.8K OLED Display(2x33.7cm) with Pen+Keyboard|16GB/1TB SSD/Win 11/Office 2021/5.0MP IR Camera/360 B&W Rotating Soundbar/Teal/1.34Kg,82YQ001DIN",226000
"MSI Claw, Intel 1st Gen. Ultra 7 155H,Built-in AI, 18CM FHD 120Hz Handheld Gaming Console(16GB/1TB NVMe SSD/Windows 11 Home/Intel Arc/Black/675g), A1M-217IN",69990
"(Refurbished) Dell Latitude E5440 4th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/500 GB HDD/14"" (35.6 cm) HD Display/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)",15990
"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG004SIN",145999
"Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 Laptop 82Y0004RIN (14 Inch, Arctic Grey, 1.5 kg, with MS Office, Touch)…",60890
"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor, 16 GB Ram & 1TB SSD, 14 Inches FHD 1080p Touch Screen Notebook Computer",29800
Dell Latitude 3440 Intel Core i7-1355U/8GB/512 SSD/Win 11 Pro/14 FHD/NO ODD with Backpack,94200
"HP 240/250 G9 I3-1215U /14"" HD LED Intel SVA 250N Anti-Glare Uslim (1366 X 768, 1.78 (16:9)) /RAM 8GB/SSD 512GB /Dos/ 1-1-1 with Bag/Silver Colour(7M656Pa)",32999
"Dell (Renewed) Latitude Laptop E7480 Intel Core I5-6200U Processor 6Th Gen,8 Gb Ram&256 Gb Ssd,14.1 Inches (Ultra Slim&Feather Light 1.37Kg) Notebook Computer,Windows 10 Pro",18980
"HP Victus Windows 11 Home Gaming Laptop,12Th Gen Intel Core I7-12650H,4Gb RTX 3050 Gpu,15.6-Inch (39.6 Cm),75W Tgp,Fhd,IPS,144Hz,16Gb Ddr4,512Gb Ssd,Backlit Kb,B&O (Mso,Blue,2.37 Kg),Fa0188Tx",82990
(Refurbished) Lenovo Thinkpad Laptop L480 Full HD Screen Intel Core i5 :: 8th Generation :: 8350u Processor :: 32 GB Ram :: 512 GB SSD :: 14 Inches Notebook Computer,28990
"(Refurbished) HP Chromebook Intel Celeron N4020 35.6cm(14 inches) Micro-Edge, Touchscreen Laptop (4GB RAM/64GB eMMC/Chrome 64/UHD Graphics,1.49kg), 14a-ca0506TU, Mineral Silver",20048
"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor, 8 GB Ram & 256 GB SSD, 14 Inches FHD 1080p Touch Screen Notebook Computer",25800
"MSI Modern 14 H, Intel Core i7 13620H,36Cm Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.6Kg), D13MG-072IN",62990
"CHUWI CoreBook X Pro Laptop 12thGen i5-12450H Processor 15.6"" Laptop with 16GB DDR4 RAM and 512GB SSD, FHD Display, Backlit Keyboard, Windows 11, Gray, 3xUSB3.0,1xHDMI,SD Card Slot,3.5MM,Camera Switch",41990
"HP 15s, 13th Gen Intel Core i5-1335U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm), FHD Laptop, Intel Iris Xe Graphics, Backlit KB, FHD Camera, hr0000tu",64490
"Ultimus Pro Nxt 12thGen Intel i3-N100~3.4 GHz, 8GB RAM 256GB SSD, 1TB expandable 2MP HD Webcam 14.1""FHD Display Full Type-C Intel UHD Graphics supports 4K display Windows 11 Home 1.38Kg Silver",21990
"HP Laptop 15, Enhanced by AI, AMD Ryzen 5 7535HS, 15.6-inch (39.6cm), FHD, 8GB DDR5, 512GB SSD, AMD Radeon Graphics, 1080p FHD Camera w/Privacy Shutter, Backlit KB (Win 11, Silver, 1.59kg), fc1004AU",51990
"(Refurbished) HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, 720p HD Camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU",45041
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 7535HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QKIN",67500
"Lenovo IdeaPad Slim 3 Intel Core 5-120U 15.6"" (39.6cm) FHD IPS Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1Yr ADP Free/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.62Kg), 83E6001JIN",61990
"MSI Modern 14, Intel 12Th Gen. I5 1235U,36Cm Laptop(8GB/512GB NVME SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg),C12MO-1204IN",36990
"WINGS Nuvobook V1 Aluminium Alloy Metal Body Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) WL-Nuvobook V1-RED Thin and Light Laptop (15.6 Inch, Red, 1.60 Kg)",29490
"HP 250 G8 (6G9R1PA) Laptop (Intel Core i3/ 11th Gen/ 8GB RAM/ 512 GB SSD/DOS/ 15.6 inch Display/ 1 Year Warranty), Black",33990
"(Refurbished) ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/3.09 kg), X1404ZA-NK321WS",28791
"Acer Predator Helios 16 Gaming Laptop 13th Gen Intel Core i9 (Windows 11 Home/16 GB RAM/1 TB SSD/NVIDIA® GeForce RTX™ 4070) PH16-71, WQXGA Display, Abyssal Black, 2.6 KG",189990
"HP 15s Ryzen 3 3250U 8GB SDRAM/512GB SSD 15.6-inch(39.6 cm) FHD, Micro-Edge, Anti-Glare Display/AMD Radeon Graphics/Dual Speakers/Win 11/MSO 2021/Alexa Built-in/Jet Black/1.69 Kg, 15s-eq1560AU",31490
"Microsoft Surface Laptop 4-13.5"" inches Screen, Windows 11 Home, Intel Core i5-1135G7 /16 GB RAM/512 GB SSD/Black - (5AI-00121)",99990
"(Refurbished) ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/3.09 kg), X1404ZA-NK321WS",28791
(Refurbished) DELL LATITUDE 5480 Lightweight (Core i5 6th GEN/ 8GB RAM/ 256GB SSD/ WEBCAM/ 14'' NO TOUCH/ WIN PRO),20500
"(Refurbished) Lenovo ThinkPad L14 Intel Core i5-10310U Quad Core Processor Laptop (64 GB DDR4 RAM/1 TB SSD/14"" (39.62 cm) FHD (1080p)/Windows 11/WiFi/Bluetooth/Webcam)",42590
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - Graphite - ZGP-00059,150990
"(Refurbished) HP ELITEBOOK 830 G5 (Core i5 8th GEN/ 16GB RAM/ 512GB SSD/ WEBCAM/ 13.3"" NON TOUCH/ WIN-10 PRO)",26490
"HP Victus AMD Ryzen 7-5800H 15.6 inch(39.6 cm) FHD Gaming Laptop (16GB RAM/512GB SSD/RTX 3050 4GB Graphics/144Hz/9ms Response Time/Win 11/MSO/Backlit KB/B&O Audio/Xbox Pass(30 Day)),15-fb0053AX",68990
(Refurbished) Dell Latitude E5450 Laptop (Intel Core I5 5Th Gen/8Gb/256Gb Ssd/Webcam/14 Inches No Touch/Dos),17500
"Lenovo LOQ 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/Office 21/3 Month Game Pass/Luna Grey/2.4Kg), 83GS009RIN",63190
"Dell Xps 9530,Intel Evo Platform Powered by Intel Core I7-Processor/32Gb Ddr5/1Tb Ssd/Nvidia RTX 4050 6Gb Gddr6/15.6"" OLED Ar 400 Nits,Touch/Backlit Kb,15 Month Mcafee/Silver/1.86Kg-Windows 11 Home",280042
"(Refurbished) HP EliteBook 840 G8 Notebook PC, 11th Gen Intel Core i5 14-inch FHD, IPS, Anti-Glare Displ",46900
"Samsung Galaxy Book3 Pro 360 Intel 13th Gen i7 EvoTM 40.62cm(16"") Touchscreen 2-in-1 3K Display, 120Hz, Thin & Light Laptop(16 GB/512 GB SSD/Windows 11/MS Office/S-Pen/Graphite/1.6Kg), NP960QFG-KA1IN",132999
"(Refurbished) HP Pavilion 14 12th Gen Intel Core i5 16GB SDRAM/512GB SSD 14 inch(35.6cm) FHD,IPS,Micro-Edge Display/Intel UHD Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver, 14-dv2014TU",50991
"(Refurbished) Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg",26381
"(Refurbished) Lenovo ThinkPad X250 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/512 GB SSD/12.5"" (31.8 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics)",14980
"(Refurbished) Dell Latitude 5590 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/256 GB SSD/15.6"" (39.6 cm) HD/Windows 11 Pro/MS Office/WiFi/BT/Intel UHD Graphics)",29999
(Refurbished) Dell Latitude E5480 7th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/500 GB HDD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Intel HD Graphics),29999
"(Refurbished) GIGABYTE Aorus 17 BSF-73IN654SH 13th Gen Windows 11 Home, Intel Core i7-13700H / NVIDIA Geforce RTX 4070/17.3 Inch 240Hz Thin Bezel Qhd/ DDR5 4800 8Gx2 / Gen4 1Tb Gaming Laptop",152916
"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 6GB/Translucent Black/1.96Kg) A12UDX-498IN",78500
HP BZ MB WS ZB/Firefly 16 G11/UMA U5-125H/16GB/1TB SSD/A500 4Gb/Win11 Home/Fingerprint Sensor/Backlit Keyboard/1 Years,92000
"(Refurbished) Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Backlit Keyboard/FPR/Black/1Y Onsite/1.41 kg), 21JKS0X900",63742
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Microsoft Office/Black/1Y Onsite/1.7 kg)",24980
"(Refurbished) MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UCX-1694IN",52533
"(Refurbished) MSI Modern 14, Intel 13th Gen. i7-1355U, 36CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.4Kg), C13M-435IN",49292
"(Refurbished) ASUSROG Zephyrus G16, 16"" 2.5K OLED ROG Nebula Display, 240Hz 500 nits, AMD Ryzen AI 9 HX 370, Gaming Laptop (32GB RAM/2TB SSD/RTX 4070/Win 11/Office 2021/Platinum White/1.85 Kg), GA605WI-QR067WS",212492
"Dell Insp. 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" FHD/Carbon Black + Dell W/L Mouse-MS3320W, W/L-2.4GHz, BT 5.0, 1600 DPI, 3-Buttons-Midnight Green",40389
"Dell Vostro 15 3530–15.6"" FHD, 13th Gen Intel Core i5-1334U Processor, 8GB, 512GB SSD, Carbon Black + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi.",55489
"Dell [Smartchoice] Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD/FHD/Black + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi.",38989
"Dell Inspiron 15 3535 Laptop-15.6"" FHD Display, AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, Carbon Black + Dell-MS300 Full-Size Wireless Mouse, Interface 2.4 GHz, Optical LED, Scrolling Wheel.",40929
"Dell Vostro 15 3520 Laptop - 15.6"" FHD, Intel Core i5-1235U, 8GB RAM, 512GB SSD, Titan Grey + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi.",52489
"Dell [Smartchoice] Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD/FHD/Black + Dell-MS300 Full-Size Wireless Mouse, Interface 2.4 GHz, Optical LED, Scrolling Wheel.",36429
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB RAM+512GB SSD, 15.6"" FHD, Black + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi.",48489
"Dell Insp. 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" FHD/Carbon Black + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi",42489
"Dell Vostro 15 3530–15.6"" FHD, 13th Gen Intel Core i5-1334U Processor, 8GB, 512GB SSD, Carbon Black + Dell Wireless Mouse-MS3320W, W/L-2.4GHz, BT 5.0, Optical LED, 1600 DPI, 3-Buttons-Midnight Green",52919
"Dell G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 512GB,NVIDIA RTX 3050,6GB GDDR6, 15.6"" FHD, Backlit KB Orange + Dell Alienware AW720M-Dark Side of The Moon Tri-Mode",85957
"Dell (Smartchoice) G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB, 16GB RAM|1TB SSD, FHD|Win-11|MSO' 21|15.6""|Dark Shadow Grey + Dell Alienware AW720M-Dark Side of The Moon Tri-Mode",87957
"Dell Gaming G15-5530, Laptop, Intel i5-13450HX/16GB/512GB SSD/NVIDIA RTX 3050, 6GB GDDR6/15.6"" FHD/Backlit KB 4-Zone RGB/Dark Shadow Gray + Dell Alienware AW720M-Dark Side of The Moon Tri-Mode",85957
"Dell Insp. 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6""FHD/Carbon Black + Dell Wireless Mouse-MS3320W, W/L-2.4GHz, BT 5.0, Optical LED, 1.6k DPI, 3-Buttons-Midnight Green",39919
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4+512GB SSD/15.6"" FHD/Carbon Black + Dell MS7421W-Worlds 1st Rechargeable Mouse & 3 Connectivity 2X BT 1X W/L, 7 Buttons & 4000Dpi.",54989
"Dell Vostro 15 3530–15.6"" FHD, 13th Gen Intel Core i5-1334U Processor, 8GB, 512GB SSD, Carbon Black + Dell-MS300 Full-Size Wireless Mouse, Interface 2.4 GHz, Optical LED, Scrolling Wheel.",52929
"Dell Insp. 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" FHD/Carbon Black + Dell-MS300 Full-Size Wireless Mouse, Interface 2.4 GHz, Optical LED, Scrolling Wheel.",39929
"Dell Vostro 15 3530–15.6"" FHD, 13th Gen Intel Core i5-1334U Processor, 8GB, 512GB SSD, Carbon Black + Dell W/L Mouse-MS3320W, W/L-2.4GHz, BT 5.0, 1600 DPI, 3-Buttons-Midnight Green",53389
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB RAM+512GB SSD, 15.6"" FHD, Black + Dell W/L Mouse-MS3320W, W/L-2.4GHz, BT 5.0, 1600 DPI, 3-Buttons-Midnight Green",46389
"Dell Vostro 15 3520 Laptop - 15.6"" FHD, Intel Core i5-1235U, 8GB RAM, 512GB SSD, Titan Grey + Dell W/L Mouse-MS3320W, W/L-2.4GHz, BT 5.0, 1600 DPI, 3-Buttons-Midnight Green",50389
"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4+512GB SSD/15.6"" FHD/Carbon Black + Dell-MS300 Full-Size Wireless Mouse, Interface 2.4 GHz, Optical LED, Scrolling Wheel.",52429
"Dell Inspiron 15 3535 Laptop-15.6"" FHD Display, AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, Carbon Black + Dell W/L Mouse-MS3320W, W/L-2.4GHz, BT 5.0, 1600 DPI, 3-Buttons-Midnight Green",41389
"Dell [Smartchoice] Core i3-1215U, 12th Gen, 8GB RAM, 512GB SSD/FHD/Black + Dell Wireless Mouse-MS3320W, W/L-2.4GHz, BT 5.0, Optical LED, 1600 DPI, 3-Buttons-Midnight Green",36419
"Dell Inspiron 15 3535 Laptop-15.6"" FHD Display, AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, Carbon Black + Dell Wireless Mouse-MS3320W, W/L-2.4GHz, BT 5.0, Optical LED, 1600 DPI, 3-Buttons-Midnight Green",40919
