title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Number of Lithium Metal Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Net Quantity,info_Generic Name,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Hard Drive Size,tech_Optical Drive Type,info_Customer Reviews,info_Item Dimensions LxWxH,tech_RAM Size,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Average Battery Life (in hours),tech_Front Webcam Resolution,tech_Power Source,tech_Number of USB 2.0 Ports,tech_Number of HDMI Ports,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Platform,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Wattage,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Hard Disk Rotational Speed,tech_Average Battery Standby Life (in hours),tech_Rear Webcam Resolution,tech_Number of Audio-out Ports,tech_Processor Socket
"(Renewed) HP Chromebook C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM/64 GB eMMC SSD/14"" (35.6 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)","17,000",https://www.amazon.in/Renewed-HP-Chromebook-Bluetooth-Graphics/dp/B0BS16RXQH/ref=sr_1_320?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-320&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,Chromebook C640,Silver,"Laptop, Chromebook",14 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,47.4 x 36.1 x 10.4 cm; 1.7 kg,1 Lithium Ion batteries required. (included),hp-cb-c640-8-64-cr,Intel,Intel Core i5,1.7 GHz,1,DDR4,8 GB,SSD,Solid State,Headphones,Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Chrome OS,Yes,55 Watt Hours,50 Grams,3,,"Laptop, Power Cord, Battery",,1 kg 700 g,B0BS16RXQH,"#16,324 in Computers & Accessories (See Top 100 in Computers & Accessories)
#472 in Traditional Laptops",10-Jan-23,,,1.00 count,laptop,,,,64 GB,No Optical Device,"2.9
45 ratings
2.9 out of 5 stars",,8 GB,DDR4 SDRAM,,Integrated high quality speakers,Intel UHD Graphics,,,2,,1.5 Hours,,ac,,1,,,,,,,,,,,,Chrome OS,,,,,,,,,,45 Watts,,,,,,,,,,,,,,5400 RPM,,,,
"ASUS Vivobook 15, Intel Core i5-1335U 13th Gen, 15.6-inch FHD 60Hz, Thin & Light Laptop (16GB/512GB SSD/Win11/Office 2021/Backlit/42Whr/Cool Silver/1.7 Kg), X1504VA-NJ540WS","50,990",https://www.amazon.in/ASUS-Vivobook-i5-1335U-15-6-inch-X1504VA-NJ540WS/dp/B0D4TGZG1H/ref=sr_1_321?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-321&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,ASUS,ASUS,ASUS Vivobook,8GB RAM/512 GB SSD_COOL SILVER,Ultra-Portable,15.6 Inches,1920 x 1080 pixel,1920 x 1080,,3 Lithium Ion batteries required. (included),90NB14G2-M00020,Intel,Core i5,1.3 GHz,10,DDR4,8 GB,SSD,PCIE x 4,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,42 Watt Hours,,3,,"Laptop, Adapter & User Manuals",China,1 kg 700 g,B0D4TGZG1H,"#19,977 in Computers & Accessories (See Top 100 in Computers & Accessories)
#581 in Traditional Laptops",22-May-24,"DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",1 Count,Laptop,48.5 Centimeters,28.8 Centimeters,6.4 x 28.8 x 48.5 cm; 1.7 kg,,No Optical Storage,"2.0
1 rating
2.0 out of 5 stars",6.4 x 28.8 x 48.5 Centimeters,8,,,,Intel Iris Xe Graphics,,,,,42 Watt Hours,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H Built-in AI 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB/512GB SSD/60Hz/100% DCI-P3/Win11/MSO 21/1Yr ADP Free/Alexa/3 month Game Pass/Grey/1.39Kg), 83CV003MIN","90,990",https://www.amazon.in/Lenovo-Built-WUXGA-OLED-400Nits-83CV003MIN/dp/B0D9VLF328/ref=sr_1_322?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-322&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,Yoga Slim 7,Luna Grey,Thin & Light,14 Inches,1920 x 1200 pixel,1920 x 1200 Pixels,45.4 x 29 x 7.7 cm; 1.39 kg,1 Lithium Polymer batteries required. (included),14IMH9,Intel,Intel Core i5,4.8 GHz,14,Lpddr 5,16 GB,SSD,PCIE x 4,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,,,4,,"User Guide, Laptop, Power Adapter, Warranty Card",China,1 kg 390 g,B0D9VLF328,"#20,347 in Computers & Accessories (See Top 100 in Computers & Accessories)
#590 in Traditional Laptops",22-Jul-24,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",1 Piece,Laptop,,,,512 GB,No Optical Drive,"4.3
9 ratings
4.3 out of 5 stars",,16,DDR5 RAM,,"Stereo speakers, 2W x2, optimized with Dolby Atmos",Integrated Intel Arc Graphics,,,1,,6 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft New Surface Pro (11Th Edition) - Windows 11 Home Copilot + Pc - 13"" LCD Pixelsense Touchscreen - Qualcomm Snapdragon X Plus (10 Core,Wi-Fi) - 16Gb Ram - 256Gb Ssd - Platinum - Zhx-00014","1,13,990",https://www.amazon.in/Microsoft-New-Surface-Pro-11Th/dp/B0D926JN5N/ref=sr_1_323?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-323&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Microsoft,Microsoft,Surface Pro,Platinum,Detachable,13 Inches,2880 x 1920 pixels,2880 x 1920 Pixels Per Inch,30.8 x 22.8 x 4.9 cm; 895 g,1 Lithium Ion batteries required. (included),ZHX-00014,Qualcomm,,3.4 GHz,1,,,SSD,,Speakers,Qualcomm,Integrated,DDR5 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,Yes,48 Watt Hours,,4,,"PSU, QSG, Power Adopter, Manual Book, Safety and Warranty documents",China,895 g,B0D926JN5N,"#16,059 in Computers & Accessories (See Top 100 in Computers & Accessories)
#9 in 2 in 1 Laptops",09-Jul-24,"Tech-Com (Shanghai) Computer Co., Ltd. No. 68, SanZhuang Rd, Songjiang Export Processing Zone, Shanghai 201613, P.R. China","JAINA INDIA PRIVATE LIMITED Registered Office: D-170, OKHLA INDUSTRIAL AREA, PHASE 1, DELHI, 110020, INDIA",1 Count,Laptop,,,,256 GB,,"4.5
5 ratings
4.5 out of 5 stars",,,DDR5 RAM,,Dolby Atmos,Qualcomm,,802.11g,,15 Volts,10 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS [Smartchoice ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Core i7-13650HX,Gaming Laptop(16GB RAM/1TB SSD/NVIDIA GeForce RTX 4060 /Windows 11/Office 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS","1,34,990",https://www.amazon.in/ASUS-Smartchoice-40-64cm-i7-13650HX-G614JV-N3474WS/dp/B09TB4FPKW/ref=sr_1_324?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-324&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,ASUS,ASUS,ROG Strix G16,Eclipse Gray,Ultra-Portable,16 Inches,1920 x 1200 pixels,1920 x 1200,,1 Lithium Polymer batteries required. (included),G614JV-N3474WS,Intel,Core i7,2.6 GHz,14,DDR5,32 GB,SSD,PCIE x 4,"Headphones, Speakers",NVIDIA,Dedicated,GDDR6,"PCI Express, Integrated","Bluetooth, Wi-Fi",Windows 11 Home,Yes,90 Watt Hours,,4,,"Laptop, Charging Adapter & User Manual",China,2 kg 500 g,B09TB4FPKW,"#15,794 in Computers & Accessories (See Top 100 in Computers & Accessories)
#456 in Traditional Laptops",19-Apr-24,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",1 Count,Gaming Laptop,42.5 Centimeters,33.5 Centimeters,10.6 x 33.5 x 42.5 cm; 2.5 kg,1 TB,No Optical Storage,"4.0
16 ratings
4.0 out of 5 stars",10.6 x 33.5 x 42.5 Centimeters,16,SODIMM,4800 MHz,,NVIDIA GeForce RTX 4060,8 GB,"Bluetooth, 802.11ax",3,20 Volts,6 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14""(35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11 Pro/AMD Radeon Graphics/Backlit Keyboard/FPR/Graphite Black/1.41 kg), 21JRS00D00","51,990",https://www.amazon.in/Lenovo-ThinkPad-Graphics-Keyboard-21JRS00D00/dp/B0CWRZCCJY/ref=sr_1_325?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-325&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,E14 Gen 5 AMD,Graphite Black,Laptop,14 Inches,1920 x 1080 pixel,,44.6 x 30 x 8.1 cm; 1.41 kg,1 Lithium Polymer batteries required. (included),,AMD,Ryzen 5,2,1,DDR4,40 GB,SSD,,"Headphones, Speakers",AMD,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Pro,Yes,47 Watt Hours,,3,,"Laptop, User manual, Adapter,,,,,,,,,,,,,,,,,,,",,1 kg 410 g,B0CWRZCCJY,"#9,294 in Computers & Accessories (See Top 100 in Computers & Accessories)
#306 in Traditional Laptops",29-Feb-24,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",1 Count,Laptop,,,,512,No Optical Drive,"5.0
4 ratings
5.0 out of 5 stars",,,,,,AMD Radeon Graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,
"Apple 2024 MacBook Air (13-inch, Apple M3 chip with 8‑core CPU and 8‑core GPU, 16GB Unified Memory, 256GB) - Space Gray","1,08,006",https://www.amazon.in/Apple-MacBook-13-inch-8%E2%80%91core-Unified/dp/B0DLHDZ7FL/ref=sr_1_326?dib=eyJ2IjoiMSJ9.umxf-QhliDbEv0kB_xcAdO3kz2KCQ-8nEapYzX3M22VNyu8a8rGw-kjf9CoMFHNdumz9aUSEky8ZzPS8w9WfPZrHYxLWK66jAmF5fUsfvrVKMAm3iDaosJGkIrWMmnPWcpVeBynbWPyj0HQfIYuMDmddUNMeZkNChFIbXEWz8P8SKKXWY3yhpkoGsNIrX2mZj50vWnsSBqDx6mSEr-YTTTSE88dCX61g5MngvAKri69vMpeF5C5m5dgr02Q6PRBsWN2j57ArBzVC2Y6mY1w0qLzK_1ieiZhKBG1DzfFqgr2B3kiTxncezrckIHv8IiRnEG7uFbrq54ZfT99JIRCwPA4i4qhIIBqBq0Y6lq_YJAQ.wU1d8u-PnWL2kyUdyYEZf-YbtDoLP4prCQDO9F4xJ6U&dib_tag=se&qid=1737563037&s=computers&sr=1-326&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,,Apple,,,,,,,38 x 28.6 x 8.2 cm; 1.24 kg,,MC8G4HN/A,,,,,,,,,,,,,,,,,,,,,,China,,,,,Not Applicable for Apple (Always),"(If applicable) Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 Count,"13-inch MacBook Air (M3, 2024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0DLHDZ7FL,"Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India",1 kg 240 g,"13-inch MacBook Air with M3 chip 1N, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m) 1N",,,,,
"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA0J6IN","59,990",https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Keyboard-21KHA0J6IN/dp/B0CZ7BFQZL/ref=sr_1_337?dib=eyJ2IjoiMSJ9.JK_jisvY3rxV5P2mTy0fWOgmy5UZ0gfR1CLa23JnLANgb19ApvQa0wfGZP4kaHDhP94vAdngEPAjK_KZGj26IQPZqskQhVlqEFFZNvwY_4c0Tr2zQ1meAaIXRAPBSIVaCQJeSLR66KAk9tgDDOGHx0fhvlg-L5KIbYNgbW5cJ-B5CojwAqxp_IGYn2G6G1AavOH_H1y5-ieG0MEmBSNRIV466OIXwafztoIJ2Q9ju2_vh0yqtRgFfr3evbbGLoDDQb58CklesgWFnGnyl7kTUhK-YJ29wLwxZOJZpMlP9AHoiXNgeWQV10KI_W7iouM9MYvIhIInI9lhSE_7atQkM81yPp5mFRPBtGnqfvTC3OQ.VI2U-p05ruELIGItir-Xiqg5TC7Xm16eQuOucr1fZsM&dib_tag=se&qid=1737563524&s=computers&sr=1-337&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,Lenovo,Lenovo,ThinkBook 16 G6,Arctic Grey,Laptop,16 Inches,1920 x 1080 pixel,,,1 Lithium Polymer batteries required. (included),21KHA0J6IN,Intel,Core i5,1.3 GHz,1,DDR5,64 GB,SSD,USB 3.2,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,Windows 11 Home,Yes,45 Watt Hours,,3,,"Laptop, User manual, Adapter",China,1 kg 700 g,B0CZ7BFQZL,"#19,040 in Computers & Accessories (See Top 100 in Computers & Accessories)
#550 in Traditional Laptops",27-Mar-24,"WISTRON INFOCOMM (CHONGQING) CO., LTD. 18-9, BAOHONG AVENUE, WANGJIA SUB-DISTRICT, YUBEI DISTRICT, CHONGQING, CHINA","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi Marathaalli Outer Ring Road Bangalore, India 560037",1 Case,Laptop,50 Centimeters,31.7 Centimeters,7.2 x 31.7 x 50 cm; 1.7 kg,512 GB,No Optical Drive,"3.5
14 ratings
3.5 out of 5 stars",7.2 x 31.7 x 50 Centimeters,16 GB,,,,Intel,,802.11ax,,,9.15 Hours,,,,8,,,,,,,,,,,,,,,,,,,,,,65 Watts,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming, 14"" FHD, 165Hz 400 nits, AMD Ryzen AI 9 HX 370 Processor 2.0GHz, Gaming Laptop (32GB RAM/2TB SSD/NVIDIA GeForce RTX 4060/Windows 11/Office 2021//Jaeger Gray/1.46 Kg), FA401WV-RG037WS","1,64,990",https://www.amazon.in/ASUS-Processor-GeForce-Windows-FA401WV-RG037WS/dp/B0DBLMYJJ6/ref=sr_1_338?dib=eyJ2IjoiMSJ9.JK_jisvY3rxV5P2mTy0fWOgmy5UZ0gfR1CLa23JnLANgb19ApvQa0wfGZP4kaHDhP94vAdngEPAjK_KZGj26IQPZqskQhVlqEFFZNvwY_4c0Tr2zQ1meAaIXRAPBSIVaCQJeSLR66KAk9tgDDOGHx0fhvlg-L5KIbYNgbW5cJ-B5CojwAqxp_IGYn2G6G1AavOH_H1y5-ieG0MEmBSNRIV466OIXwafztoIJ2Q9ju2_vh0yqtRgFfr3evbbGLoDDQb58CklesgWFnGnyl7kTUhK-YJ29wLwxZOJZpMlP9AHoiXNgeWQV10KI_W7iouM9MYvIhIInI9lhSE_7atQkM81yPp5mFRPBtGnqfvTC3OQ.VI2U-p05ruELIGItir-Xiqg5TC7Xm16eQuOucr1fZsM&dib_tag=se&qid=1737563524&s=computers&sr=1-338&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,ASUS,ASUS,ASUS TUF Gaming,Jaeger Gray,Laptop,14 Inches,1920 x 1080 pixel,2560 x 1600 Pixels,43.6 x 29 x 7.1 cm; 1.46 kg,1 Lithium Ion batteries required. (included),FA401WV-RG037WS,AMD,Ryzen 9,5.1 GHz,12,lpddr5xlpddr5xlpddr5x,,,,,AMD,Dedicated,GDDR6,Integrated,Wi-Fi,Windows 11 Home,Yes,73 Watt Hours,,4,,"Laptop, Charging Adapter & User Manual",China,1 kg 460 g,B0DBLMYJJ6,"#16,865 in Computers & Accessories (See Top 100 in Computers & Accessories)
#488 in Traditional Laptops",30-Jul-24,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",1 Count,Laptop,,,,2 TB,No Optical Storage,"4.7
4 ratings
4.7 out of 5 stars",,32 GB,DDR5 RAM,,,NVIDIA GeForce RTX 4060,8 GB,,,110 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 250R G9 Intel Core i3 13th Gen 1315U - (8GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg","32,599",https://www.amazon.in/HP-Laptop-250R-Intel-1315U/dp/B0DKGDB9X5/ref=sr_1_339?dib=eyJ2IjoiMSJ9.JK_jisvY3rxV5P2mTy0fWOgmy5UZ0gfR1CLa23JnLANgb19ApvQa0wfGZP4kaHDhP94vAdngEPAjK_KZGj26IQPZqskQhVlqEFFZNvwY_4c0Tr2zQ1meAaIXRAPBSIVaCQJeSLR66KAk9tgDDOGHx0fhvlg-L5KIbYNgbW5cJ-B5CojwAqxp_IGYn2G6G1AavOH_H1y5-ieG0MEmBSNRIV466OIXwafztoIJ2Q9ju2_vh0yqtRgFfr3evbbGLoDDQb58CklesgWFnGnyl7kTUhK-YJ29wLwxZOJZpMlP9AHoiXNgeWQV10KI_W7iouM9MYvIhIInI9lhSE_7atQkM81yPp5mFRPBtGnqfvTC3OQ.VI2U-p05ruELIGItir-Xiqg5TC7Xm16eQuOucr1fZsM&dib_tag=se&qid=1737563524&s=computers&sr=1-339&xpid=TXeoTC7BKWJe3,22-01-2025 22:28,HP,HP,250R Refurbished,Ash Grey,Clamshell,15.6 Inches,1366 x 768 pixels,1366 x 768 Pixels,52 x 31.2 x 7.1 cm; 1.5 kg,,250R,Intel,Intel Core i3,4.5 GHz,6,DDR4,16 GB,SSD,Solid State,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",,1 kg 500 g,B0DKGDB9X5,"#16,679 in Computers & Accessories (See Top 100 in Computers & Accessories)
#483 in Traditional Laptops",21-Oct-24,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,1 Count,BUSINESS LAPTOP,,,,512 GB,,"3.1
5 ratings
3.1 out of 5 stars",,,DDR4 SDRAM,4.5 GHz,Stereo speakers,Intel UHD Graphics,,802.11ax,1,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200 RPM,,,,
