title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Computer Memory Type,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_Resolution,tech_Memory Clock Speed,tech_Audio Details,tech_Speaker Description,tech_Number of USB 2.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Package Dimensions,tech_Average Battery Standby Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of Lithium Metal Cells,tech_Lithium Battery Weight,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components,tech_Number of Ethernet Ports,tech_Number of Audio-out Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device type
"Dell 14 Laptop, Intel 13th Generation Core i5-1334U Processor, 8GB DDR5 & 512GB SSD, 14""(35.52cm) FHD+ AG 250nits, Windows 11 + MSO'21 + 15 Month Mcafee Antivirus, Titan Grey, Thin & Light- 1.55kg","51,990",https://www.amazon.in/Dell-Generation-i5-1334U-Processor-Antivirus/dp/B0D46Q1736/ref=sr_1_269?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-269&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell India Pvt Ltd,Vostro 3440,"Titan Grey i5-1334U + 8GB & 14""",Laptop,42.1 Centimeters,35.5 Centimeters,14 Inches,1920 x 1080 pixel,7.3 x 35.5 x 42.1 cm; 2.53 kg,1 Lithium Ion batteries required. (included),vostro 3440,Intel,Core i5,4.6 GHz,1,8 GB,DDR5,,16 GB,,SSD,,,Intel,Integrated,Shared,,Integrated,Wi-Fi,,3,1,240 Volts,,Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, Battery, AC Adapter, User Guide, Manuals",,2 kg 530 g,B0D46Q1736,"3.8
250 ratings
3.8 out of 5 stars","#13,567 in Computers & Accessories (See Top 100 in Computers & Accessories)
#419 in Traditional Laptops",15-May-24,Dell India Pvt Ltd,Dell India Pvt Ltd,7.3 x 35.5 x 42.1 Centimeters,1 Count,Laptop,1920x1080 (full hd),,,,,CD-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB /Cosmos Gray/1.86Kg), B13UCX-1807IN","56,499",https://www.amazon.in/MSI-i5-13420H-Windows-GeForce-B13UCX-1807IN/dp/B0CV9H7TN6/ref=sr_1_270?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-270&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,MSI,MSI,Thin 15,Cosmos Gray,Laptop,46.8 Centimeters,32.1 Centimeters,40 Centimetres,1920 x 1080 pixel,8.4 x 32.1 x 46.8 cm; 3.35 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i5,4.6,1,16,DDR4,,64 GB,,SSD,,NVIDIA GeForce RTX 2050,NVIDIA,Dedicated,GDDR6,4 GB,PCI Express,Wi-Fi,,3,,9.6 Volts,,Windows 11 Home,,Yes,52.4 Watt Hours,3,Laptop,,3 kg 350 g,B0CV9H7TN6,"4.1
6 ratings
4.1 out of 5 stars","#17,471 in Computers & Accessories (See Top 100 in Computers & Accessories)
#517 in Traditional Laptops",09-Feb-24,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",8.4 x 32.1 x 46.8 Centimeters,1 Count,Laptop,,,Headphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 G4 (2024), AMD Ryzen 5 7520U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/1tMS Office 2021 Pro Plus","32,880",https://www.amazon.in/Lenovo-V15-Ryzen-7520U-Quad/dp/B0DHG1S7DS/ref=sr_1_271?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-271&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,,,,laptop,,,15.6 Inches,,,,V15,,Ryzen 5,,,,,DDR5 RAM,,512 GB,,,,,,,,,,,,,,,,,,,,,,2 kg 450 g,B0DHG1S7DS,"4.3
4 ratings
4.3 out of 5 stars","#15,010 in Computers & Accessories (See Top 100 in Computers & Accessories)
#444 in Traditional Laptops",10-Sep-24,,,,1 Count,,,,,,,,,,53.6 x 33.29 x 7.1 cm; 2.45 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i3 15.6 inch (39.6cm) FHD Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/1Yr ADP Free/3 Month Game Pass/Arctic Grey/1.62Kg), 82X70033IN","34,200",https://www.amazon.in/Lenovo-IdeaPad-39-6cm-Windows-82X70033IN/dp/B0C9QXD9WZ/ref=sr_1_272?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-272&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,Lenovo,IdeaPad Slim 3 15IRU8,Arctic Grey,Ultra-Portable,48.6 Centimeters,7.6 Centimeters,15.6 Inches,1920 x 1080 pixel,48.6 x 7.6 x 48.6 cm; 1.62 kg,1 Lithium Polymer batteries required. (included),ideapad slim 3 15iru8,Intel,Intel Core i3,1.6 GHz,5,8 GB,Lpddr 5,DDR5 RAM,8 GB,512 GB,SSD,PCIE x 4,Intel UHD Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,,3,1,15 Volts,,Windows 11 Home,12 Hours,Yes,47 Watt Hours,4,Laptop,,1 kg 620 g,B0C9QXD9WZ,"3.6
33 ratings
3.6 out of 5 stars","#8,616 in Computers & Accessories (See Top 100 in Computers & Accessories)
#273 in Traditional Laptops",29-Jun-23,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",48.6 x 7.6 x 48.6 Centimeters,1 Piece,Laptop,1920 x 1080 Pixels,,"Headphones, Speakers","User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",,No Optical Drive,Battery Powered,,,,,,,,1080 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Latitude 3420 Intel Core i5 11th Gen 14"" (35.6 cm) HD (8 GB DDR4 RAM|1TB HDD + 256 GB SSD|Intel Iris Xe Graphics) Backlit KB|Wi-Fi|Windows 11|Thin & Light Premium Laptop|MS Office","30,999",https://www.amazon.in/Refurbished-Dell-Latitude-Graphics-Backlit/dp/B0DRD9R6ZG/ref=sr_1_273?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-273&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell,Dell Latitude,,,,,14 Inches,,,1 Lithium Ion batteries required. (included),,Intel,Intel Core i5,2.4 GHz,1,,DDR4,,32 GB,,HDD,,,Intel,Integrated,Shared,,,,,,1,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",India,1 kg 500 g,B0DRD9R6ZG,,"#7,169 in Computers & Accessories (See Top 100 in Computers & Accessories)
#7 in Renewed New Arrivals Store
#226 in Traditional Laptops",24-Dec-24,,,,1.00 count,,1366 x 768 Pixels,,,,1,,,,45 x 35 x 15 cm; 1.5 kg,,,,50 Grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UCX-1694IN","59,789",https://www.amazon.in/MSI-i7-12650H-Windows-GeForce-B12UCX-1694IN/dp/B0CV9S7ZV6/ref=sr_1_274?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-274&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,MSI,MSI,Thin 15,Cosmos Gray,Laptop,46.8 Centimeters,32.4 Centimeters,40 Centimetres,1920 x 1080 pixel,8.6 x 32.4 x 46.8 cm; 1.86 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i7,4.7,1,16,DDR4,,64 GB,,SSD,,NVIDIA GeForce RTX 2050,NVIDIA,Dedicated,GDDR6,4 GB,PCI Express,Wi-Fi,,3,,9.6 Volts,,Windows 11 Home,,Yes,52.4 Watt Hours,3,"Laptop, Power Adapter, Battery",Taiwan,1 kg 860 g,B0CV9S7ZV6,"4.1
103 ratings
4.1 out of 5 stars","#12,614 in Computers & Accessories (See Top 100 in Computers & Accessories)
#389 in Traditional Laptops",09-Feb-24,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",8.6 x 32.4 x 46.8 Centimeters,1 Count,Laptop,,,"Headphones, Speakers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Katana 17, Intel 13th Gen. i7-13620H, 44CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX3050, 6GB GDDR6/Black/2.6Kg), B13UDXK-255IN","76,590",https://www.amazon.in/MSI-i7-13620H-Windows-GeForce-B13UDXK-255IN/dp/B0BTW1RCWZ/ref=sr_1_265?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-265&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,MSI,MSI,Katana 17 B13UDXK-255IN,Black,Laptop,25 Millimeters,27.3 Centimeters,44 Centimetres,1920 x 1080 pixels,39.8 x 27.3 x 2.5 cm; 2.6 kg,1 Lithium Polymer batteries required. (included),,Intel,Intel Core i7,1.8 GHz,1,16,DDR5,DDR5 RAM,64 GB,512 GB,SSD,,"NVIDIA GeForce RTX 3050, GDDR6 6GB",NVIDIA,Integrated,GDDR6,6 GB,PCI Express,"Bluetooth, Wi-Fi",,3,1,,53.5 Watt Hours,Windows 11 Home,6 Hours,Yes,53.5 Watt Hours,3,"User Guide, Laptop, Power Adapter",China,2 kg 600 g,B0BTW1RCWZ,"3.7
24 ratings
3.7 out of 5 stars","#13,675 in Computers & Accessories (See Top 100 in Computers & Accessories)
#421 in Traditional Laptops",04-Feb-23,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",39.8 x 27.3 x 2.5 Centimeters,1 Piece,Laptop,,,"Headphones, Speakers",,1,,Battery Powered,"PC, Linux",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (16GB/512GB SSD/Intel UHD Graphics/DOS) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg","35,990",https://www.amazon.in/Lenovo-Intel-Core-12th-1235U/dp/B0DJCNMC4C/ref=sr_1_266?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-266&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Lenovo,V14 G3 IAP,V14 G3,Grey,Clamshell,7 Centimeters,29 Centimeters,14 Inches,1920 x 1080 pixels,48 x 29 x 7 cm; 1.5 kg,2 AAA batteries required. (included),S7840487,,Core i5,1.3 GHz,1,,DDR4,DDR4 SDRAM,,512 GB,SSD,,,,Integrated,,,,Wi-Fi,802.11ax,,1,,,Windows 11 Home,,Yes,38 Watt Hours,3,,,1 kg 500 g,B0DJCNMC4C,"2.9
12 ratings
2.9 out of 5 stars","#12,539 in Computers & Accessories (See Top 100 in Computers & Accessories)
#385 in Traditional Laptops",02-Oct-24,Lenovo India Private Limited,Lenovo India Private Limited,48 x 29 x 7 Centimeters,1 Count,Business Laptop,1920 x 1080,,"Internal, Headphones",,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuwi GemiBook Plus 15.6"" Laptop, 8GB RAM 256GB SSD, Windows 11, Intel N100 (Upto 3.4GHz), WIFI 6, USB-A 3.0, Webcam, Bluetooth 5.2, HDMI Port, 38Wh, 1.7kg (Iron Gray)","21,990",https://www.amazon.in/Chuwi-GemiBook-Plus-Windows-Bluetooth/dp/B0CP98WK8J/ref=sr_1_267?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-267&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Chuwi,,GemiBook Plus,rey,Ultra-Portable,,,15.6 Inches,1920 x 1080 pixels,,,GemiBook Plus,Intel,,,1,,,DDR4 SDRAM,,256 GB,SSD,Serial ATA,Intel UHD Graphics 600,Intel,Integrated,,,,"Bluetooth, Wi-Fi",,,,12 Volts,,Windows 11,8 Hours,,,,,,1 kg 700 g,B0CP98WK8J,"3.6
292 ratings
3.6 out of 5 stars","#7,193 in Computers & Accessories (See Top 100 in Computers & Accessories)
#227 in Traditional Laptops",01-Dec-23,,"Cavitak Marketing Pvt. Ltd. 9, Vitthalbhai Patel Colony, Lakhudi, Naranpura, Ahmedabad-380014 Customer Care E-mail: services@chuwiindia.com Customer Care Contact Number: +91 95994 92151",,1.00 count,,1920 x 1080 pixels,,Headphones,,,,,,47.6 x 29.6 x 7.3 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP 15s AMD Ryzen 5 5500u (8GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) + Backlit Keyboard/Silver / 1.69 kg/Dual Speakers) eq2304AU / Laptop","37,470",https://www.amazon.in/HP-15-6-inch-Graphics-Speakers-eq2304AU/dp/B0CY2P29D6/ref=sr_1_268?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-268&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,HP,HP,HP Laptop,Silver,Laptop,,,15.6 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),,AMD,AMD Ryzen 5 5500U,4 GHz,1,8 GB,DDR4,DDR4 SDRAM,8 GB,512 GB,SSD,,AMD Radeon Graphics,AMD,Integrated,DDR4 SDRAM,,Integrated,"Bluetooth, Wi-Fi",,,,45 Volts,,Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",,1 kg 700 g,B0CY2P29D6,"3.9
21 ratings
3.9 out of 5 stars","#8,031 in Computers & Accessories (See Top 100 in Computers & Accessories)
#252 in Traditional Laptops",14-Mar-24,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Piece,Laptop,,,"Headphones, Speakers",,,,,,52.2 x 43.2 x 6.9 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Dell Latitude E7470 6th Gen Intel Core i7 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14 (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Intel HD Graphics),"17,499",https://www.amazon.in/Refurbished-Dell-Latitude-Windows-Graphics/dp/B0DS2L2GG5/ref=sr_1_269?dib=eyJ2IjoiMSJ9.PFV8gRDbLATjEBV4_j7wqOrogVgnr3tfrv91dj9l9L7ulxuvsjh2Hc78dc1YMziKNXueSVBMVmq0vTSvxKLCzEsPu62bkm4K0w7NblFoMYCUbCplpg6lZdh0y7uD8lwGz1ZH6ETCZ-F6bqawh-An8TfcrKQ3Xjg9-M_2-5XvkG-z-XG2buOve5u3LwBUGBqWpCAeguukP70wMdYCPm-Q7cU2l4XcnyLua88-gWcICxMj6b1zqaVfQd0TrnerdFxrSn407WRXE_obq6xBgi4rNw2YKDF6K6NhQU7M1e9ihY5TtktGJQBnqwroGJobQKSvDAMFqWA8CsQMdICTEsw0-z4U6LpHuAoC7-CZPkyTyTo.LTyK8wN4ZNZjooprt65KXkf3FVghGunVw0WzXLHUalk&dib_tag=se&qid=1737555846&s=computers&sr=1-269&xpid=Fh4IXciGGCWbo,22-01-2025 20:04,Dell,Dell,Dell Latitude,,,,,14 Inches,,,1 12V batteries required. (included),,Intel,Intel Core i7,2.6 GHz,1,,DDR4,,16 GB,,SSD,,,Intel,Integrated,Shared,,,,,,1,,,Windows,,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",,1 kg 700 g,B0DS2L2GG5,"3.0
1 rating
3.0 out of 5 stars","#9,604 in Computers & Accessories (See Top 100 in Computers & Accessories)
#11 in Renewed New Arrivals Store
#15 in Refurbished Deals
#316 in Traditional Laptops",02-Jan-25,,,,1.00 count,,1366 x 768 Pixels,,,,,,,,45 x 35 x 15 cm; 1.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
