title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type
"HP 255 G8 Laptop with AMD Athlon Silver 3050U APU/ 8GB Ram/ 256GB SSD/DOS/AMD Radeon Vega 8 Mobile Graphics/39.6 cm HD (1366 x 768), SVA, Anti-Glare WLED/Black/1 Year Onsite Warranty","23,900",https://www.amazon.in/HP-Laptop-Graphics-Anti-Glare-Warranty/dp/B0BVQJ5R2H/ref=sr_1_414?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-414&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,,,,,HP,HP,,1 count,,Laptop,HP,255 G8,Black,Laptop,28 Centimeters,50 Centimeters,15.6 Inches,1366 x 768,50 x 50 x 28 cm; 2 kg,1 Lithium Ion batteries required.,AMD,Athlon Silver 3050U,3.2 GHz,1,8 GB,LPDDR4,16 GB,SSD,Headphones,AMD Radeon Vega 8,AMD,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,1,37.2 Volts,DOS,No,,3,"LAPTOP,MANUAL,ADAPTOR,POWER CHORD,,",2 kg,B0BVQJ5R2H,"3.5
46 ratings
3.5 out of 5 stars","#11,151 in Computers & Accessories (See Top 100 in Computers & Accessories)
#335 in Traditional Laptops",14 February 2023,50 x 50 x 28 Centimeters,1920 x 1080 Pixels,,,,256 GB,Solid State,,,5400 RPM,,ac,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming A16 Advantage Edition, 16"" FHD+ 144Hz 300nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/AMD Radeon RX 7600S/Windows 11/Off Black/2.2 Kg), FA617NSR-RL083W","79,990",https://www.amazon.in/ASUS-Advantage-300nits-Processor-FA617NSR-RL083W/dp/B0DBVRLST8/ref=sr_1_415?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-415&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,ASUS,China,FA617NSR-RL083W,42.79 x 31.1 x 10.7 cm; 2.2 kg,,,"INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,ASUS TUF Gaming A16 Advantage Edition,Off Black,Laptop,,,16 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),AMD,AMD Ryzen 7,4.5 GHz,8,,DDR5,32 GB,SSD,,AMD Radeon RTX 7600S,AMD,Dedicated,GDDR6,8 GB,Integrated,,,110 Volts,Windows 11 Home,Yes,90 Watt Hours,4,"Laptop, Charger & User Manual",2 kg 200 g,B0DBVRLST8,"3.7
8 ratings
3.7 out of 5 stars","#21,192 in Computers & Accessories (See Top 100 in Computers & Accessories)
#590 in Traditional Laptops",1 August 2024,,1920 x 1200 Pixels,DDR5 RAM,No Optical Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","28,399",https://www.amazon.in/HP-Laptop-245-G9-Ryzen/dp/B0DJCZB7QS/ref=sr_1_416?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-416&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,245 G9,32.4 x 22.5 x 1.9 cm; 1.5 kg,,,HP INDIA PRIVATE LIMITED,HP INDIA PRIVATE LIMITED,,1 Count,,BUSINESS LAPTOP,HP,245 G9,Silver,Notebook,,,14 Inches,1366 x 768 pixels,,,AMD,Ryzen 3 3250U,2.6 GHz,2,,DDR4,16 GB,SSD,"Headphones, Speakers",AMD Radeon Graphics,AMD,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",1,,Windows 11 Pro,,,,"LAPTOP, POWER ADAPTER, USER GUIDE",1 kg 500 g,B0DJCZB7QS,"2.0
2 ratings
2.0 out of 5 stars","#23,502 in Computers & Accessories (See Top 100 in Computers & Accessories)
#666 in Traditional Laptops",2 October 2024,,1366 x 768 Pixels,DDR4 SDRAM,,3.5 GHz,512 GB,Solid State,,,7200 RPM,1,,,2,,1,Built in Dual Speakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus, AMD Ryzen 7 8845HS, 16GB DDR5, 512GB SSD, 6GB NVIDIA RTX 4050, (Win 11, Office 21, Blue, 2.3kg) 144Hz, IPS, 15.6-inch(39.6 cm) Flicker-Free FHD Gaming Laptop, Enhanced Cooling, fb2114AX","87,990",https://www.amazon.in/HP-Victus-Powered-15-6-inch-Backlit/dp/B0D7PY3NHG/ref=sr_1_417?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-417&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,India,A85SGPA,,,,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,1 Count,,Laptop,HP,15-fb2114AX,Blue Ryzen 7 8845HS + 6GB RTX4050 + 16GB/512GB,Laptop,54.2 Centimeters,30.2 Centimeters,39.6 Centimetres,1920 x 1080 pixel,7 x 30.2 x 54.2 cm; 3.54 kg,1 Lithium Polymer batteries required. (included),AMD,AMD Ryzen 7,5.1 GHz,1,16,DDR5,16 GB,SSD,,NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,DDR5 SDRAM,6 GB,PCI Express,"Bluetooth, Wi-Fi",,,Windows 11 Home,Yes,70 Watt Hours,4,"Laptop, Charger, User Manual",3 kg 540 g,B0D7PY3NHG,"4.5
2 ratings
4.5 out of 5 stars","#17,003 in Computers & Accessories (See Top 100 in Computers & Accessories)
#480 in Traditional Laptops",21 June 2024,7 x 30.2 x 54.2 Centimeters,,,,,512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Pavilion, AMD Ryzen 5 7530U, 8GB DDR4, 512GB SSD, Anti-Glare, Micro-Edge, 15.6-inch(39.6cm) FHD Laptop, AMD Radeon Graphics, HD Camera, Backlit KB (Win 11, Office 21, Silver, 1.75kg) eh3036AU","46,990",https://www.amazon.in/HP-Pavilion-15-6-inch-Graphics-eh3036AU/dp/B0D154JLVS/ref=sr_1_418?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-418&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,China,Hp Pavilion,,,,"SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,,Laptop,HP,HP Pavilion,R5 7530U + 8GB/512GB,Ultra-Portable,52.8 Centimeters,40.6 Centimeters,15.6 Inches,1920 x 1080 pixel,6.9 x 40.6 x 52.8 cm; 2.54 kg,1 Lithium Ion batteries required. (included),AMD,Ryzen 5,4.5 GHz,1,8 GB,DDR4,8 GB,SSD,Speakers,,AMD,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,,11.1 Volts,Windows 11 Home,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",2 kg 540 g,B0D154JLVS,"3.3
19 ratings
3.3 out of 5 stars","#20,667 in Computers & Accessories (See Top 100 in Computers & Accessories)
#580 in Traditional Laptops",8 April 2024,6.9 x 40.6 x 52.8 Centimeters,,,,,512 GB,,Bluetooth,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo Thinkpad Touchscreen Laptop T480 Intel Core i5 8th Generation - 8350u Processor 8 GB Ram & 256 GB SSD, 14 Inches Notebook Computer","18,600",https://www.amazon.in/Renewed-Lenovo-Thinkpad-Touchscreen-Generation/dp/B0BJKRQD84/ref=sr_1_419?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-419&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,,T480-T-8th-i5-8-256-cr,,,,,,,1.00 count,,,Lenovo,T480-cr,black,Notebook,0.8 Centimeters,34 Centimeters,14 Inches,1366x768,23.5 x 34 x 0.8 cm; 1.68 kg,1 Lithium Ion batteries required.,Intel,Core i5 8250U,1.7 GHz,1,8 GB,DDR4,8 GB,SSD,Headphones,intel,Intel,Integrated,DDR SDRAM,,Integrated,Wi-Fi,2,,Windows 10 Pro,No,45 Watt Hours,1,"Laptop , Charger",1 kg 680 g,B0BJKRQD84,"3.7
35 ratings
3.7 out of 5 stars","#10,983 in Computers & Accessories (See Top 100 in Computers & Accessories)
#7 in Renewed Clearance Store
#330 in Traditional Laptops",18 October 2022,23.5 x 34 x 0.8 Centimeters,1080p Full HD Pixels,,No Optical Drive,,256 GB,,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Acer Chromebook Intel Celeron N4500 Processor (Chrome OS/8 GB RAM/128 GB eMMC/WiFi 6) CB315-4H with 39.6 cm (15.6"") Full HD LED Backlit TFT LCD, Silver, 1.6 KG","14,400",https://www.amazon.in/Refurbished-Acer-Chromebook-Processor-CB315-4H/dp/B0DJYTDCY8/ref=sr_1_420?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-420&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Acer,,CB315-4H-cr,50.5 x 32.2 x 7.3 cm; 1.6 kg,,,,,,1 Count,,Chromebook,Acer,CB315-4H,Silver,,,,15.6 Inches,1920 x 1080 pixels,,,Intel,Celeron,1.1 GHz,1,,LPDDR4X,8 GB,Emmc,,Intel UHD Graphics,Intel,Integrated,SDRAM,,,Bluetooth,,240 Volts,Chrome OS,Yes,,3,"1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",1 kg 600 g,B0DJYTDCY8,"5.0
1 rating
5.0 out of 5 stars","#24,552 in Computers & Accessories (See Top 100 in Computers & Accessories)
#89 in Renewed Store.
#691 in Traditional Laptops",12 October 2024,,1920 x 1080 Pixels,SDRAM,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN","75,490",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-100-sRGB-83DC007LIN/dp/B0DFQ31CD4/ref=sr_1_421?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-421&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,Lenovo,China,16IMH9,51 x 36.2 x 7.9 cm; 1.82 kg,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,IdeaPad Slim 5,Cloud Grey,Ultra-Portable,,,16 Inches,1920 x 1200 pixel,,1 Lithium Polymer batteries required. (included),Intel,Core i5,4.5 GHz,14,16,Lpddr5x,16 GB,SSD,"Headphones, Speakers",Integrated Intel Arc Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,4,,Windows 11 Home,Yes,57 Watt Hours,3,"User Guide, Laptop, Power Adapter",1 kg 820 g,B0DFQ31CD4,"3.2
9 ratings
3.2 out of 5 stars","#23,107 in Computers & Accessories (See Top 100 in Computers & Accessories)
#656 in Traditional Laptops",30 August 2024,,1920 x 1200 Pixels,DDR5 RAM,No Optical Drive,,512 GB,PCIE x 4,,7 Hours,,1,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual Speakers (MSO, Blue,2.37 kg),fa0555tx","65,900",https://www.amazon.in/HP-i5-12450H-15-6inch-NVIDIA%C2%AE-GeForce/dp/B0CCY1T539/ref=sr_1_422?dib=eyJ2IjoiMSJ9.E9EyZZkIcI1leKGffLbitG86Q6RZI8Gtd1ypjUHfKByDT22kOmt3aY1S0C6yrMLq9_5Kbu7V-fNd_gCsvZPlusVwno7LyBGXjPOlnN9XzAkd2oVQUy3-g54tGE4CHmH77qflMX7HotRYh8GoMZT78b8IPh4wS161-K7g7FDSrH7DYgA9h6yGs_bKbH9on73YwoWtNKjNiLTXaJhGg7bvdwvYdKLrDV7LpmXRN2HYyiDexnKHoTIvXPpre2KE5jrHzFRmP6v7wzzuaUJPPgLYt7CzICKDTdWWXKfMA2dObNCporRzaezUH7izPXEpmjzQ7in3N8o-qIBU3Svn4gLlcZK_ZKgPT3EsekHUGb6PoMQ.UrAz6mPGADmVizU2uneZqMdW5YDCnaarbjh-lwSc4l0&dib_tag=se&qid=1737615259&s=computers&sr=1-422&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,HP,,15-fa0555TX,52.2 x 31.7 x 6.6 cm; 2.3 kg,,,HP India Sales Pvt. Ltd,HP India Sales Pvt. Ltd.,,1 Piece,,Laptop,HP,15-fa0555TX,Performance Blue,Netbook,,,39.6 Centimetres,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),Intel,Core i5,4.4 GHz,1,16 GB,GDDR6,16 GB,SSD,"Headphones, Speakers",NVIDIA® GeForce RTX™ 3050,NVIDIA,Integrated,GDDR6,16 GB,PCI Express,Wi-Fi,,240 Volts,Windows 11 Home,Yes,70 Watt Hours,4,"Laptop, Power Adapter, User Manual",2 kg 300 g,B0CCY1T539,"5.0
1 rating
5.0 out of 5 stars","#17,566 in Computers & Accessories (See Top 100 in Computers & Accessories)
#494 in Traditional Laptops",27 July 2023,,1920 x 1080 Pixels,,,,512 GB,,,,,1,,,,,,Audio by B&O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS TUF Gaming F15, Intel Core i7 12700H 12th Gen, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 3050/Windows 11/90WHr/Jaeger Gray/2.2 Kg), FX577ZC-HN193W","74,990",https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FX577ZC-HN193W/dp/B0D5DB77RT/ref=sr_1_433?dib=eyJ2IjoiMSJ9.u9CSnPZQ506Cd5e50J1dkSf0gcn9A25DWNOE6ifqf1kMc4ld1rE_I-zSrEo5Vto7xWMh_dpLjNArfkFsaNOIw658fwEITDDLKaOOXEjz2kw0QoH3AB8U0kCrGbKZFTk3RqLTIOkUxVmvmiHS7JjBZanAlSvgWdbk78MbUpD_n7rkOXatjpLLhVryntE89naBQVr-HFxCHzJTCh1BpVuwNJGkn_qiBAe82faoO9kwUadQCmOV2TqeKOq88P4oflqHfaY21nuRF6DYKHygko2XXOkpg1Nlrrmo_weNX1gai2vvqWnIrrP1N6vCg141TwyudiHAg_CaM8tKW7Ve-lojp8gtCdB_T0TEwpZhHchy5qI.p9I3KAzQbvE4gCe8B2TF_ud8MbWlkMWz7KLVmkbZ8Ns&dib_tag=se&qid=1737615747&s=computers&sr=1-433&xpid=UXgihshJk2j2d,2025-01-23 13:11:56,ASUS,,FX577ZC-HN193W,,,,"TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China","ASUS INDIA PRIVATE LIMITED, 402, Supreme chambers, 17/18, Shah Industrial Estate, Veera Desai Road, Andheri (West), Mumbai 400053, India",,1 Count,,Laptop,ASUS,TUF Gaming F15,Jaeger Gray,Ultra-Portable,43 Centimeters,31.3 Centimeters,15.6 Inches,1920 x 1080 pixel,10.4 x 31.3 x 43 cm; 3.74 kg,1 Lithium Ion batteries required. (included),Intel,Intel Core i7,2.3 GHz,14,16,DDR4,32 GB,SSD,Headphones,NVIDIA GeForce RTX 3050,Intel,Dedicated,GDDR6,4 GB,PCI Express,"Bluetooth, Wi-Fi",,,Windows 11 Home,Yes,,4,"Laptop, Adapter & User Manuals",3 kg 740 g,B0D5DB77RT,"3.1
9 ratings
3.1 out of 5 stars","#20,612 in Computers & Accessories (See Top 100 in Computers & Accessories)
#575 in Traditional Laptops",28 May 2024,10.4 x 31.3 x 43 Centimeters,1920 x 1080 Pixels,DDR4 SDRAM,No Optical Storage,,512 GB,,,,,,,,,,,Dolby Atoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
