title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby
"Dell Alienware x16 Gaming Laptop, Intel Core i9 13900HK Processor/32GB/2TB SSD/NVIDIA RTX 4090 16GB GDDR6/ 16""(40.64cm) QHD+ 240Hz, 3ms, DCI-P3 100%/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.72kg","3,49,990",https://www.amazon.in/Dell-Alienware-x16-13900HK-Processor/dp/B0C4Z7D2V9/ref=sr_1_1041?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1041&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Dell,Dell India Pvt Ltd,Alienware,Lunar Silver,Laptop,46.5 Centimeters,35.7 Centimeters,16 Inches,2560 x 1440 pixel,,11.9 x 35.7 x 46.5 cm; 2.72 kg,1 Lithium Ion batteries required. (included),Alienware x16,Intel,Core i9,4.1 GHz,1,Lpddr 5,32 GB,SSD,Speakers,NVIDIA,Dedicated,GDDR6,PCI Express,"Bluetooth, Wi-Fi",Windows 11 Home,86 Hours,Yes,90 Watt Hours,1,"Laptop, Battery, AC Adapter, User Guide, Manuals",China,2 kg 720 g,B0C4Z7D2V9,"2.7
8 ratings
2.7 out of 5 stars","#56,662 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,703 in Traditional Laptops",11 May 2023,Dell India Pvt Ltd,Dell India Pvt Ltd,11.9 x 35.7 x 46.5 Centimeters,1 count,Laptop,32 GB,,2 TB,,,16 GB,,,,2,,110 Volts,15 Watts,,,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Hours,,,
"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FPR, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0027AU","56,999",https://www.amazon.in/HP-14-inch-Graphics-Privacy-em0027AU/dp/B0C42XMXG1/ref=sr_1_1042?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1042&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,HP,HP,14-em0027AU,Natural Silver,Netbook,,,35.6 Centimetres,1920 x 1080 pixels,1920 x 1080 Pixels,,1 Lithium Ion batteries required. (included),14-em0027AU,AMD,Ryzen 5,4.3 GHz,1,Lpddr 5,16 GB,SSD,"Headphones, Speakers",AMD,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",,1 kg 410 g,B0C42XMXG1,"3.7
8 ratings
3.7 out of 5 stars","#52,740 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,577 in Traditional Laptops",2 May 2023,"CH39 - Inventec CQ Inventec (Chongqing) CORP No.66 West district 2nd Rd, Shapingba District, 401331 Chongqing China","HP India Sales pvt limited, 24 kothari Arena, Hosur main road, Adugodi , Bangalore -560030.",,1 Count,Laptop,16 GB,,512 GB,,AMD Radeon Graphics,16 GB,45.29 x 30.4 x 7.3 cm; 1.41 kg,,,2,1,45 Volts,,,Dual Speakers,,,PC,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Dell Latitude Feather Light (1.2 KG) & Slim 7390 Intel i5-7th Gen @ 2.6 Ghz Processor (32 GB DDR4 RAM/1 TB SSD/13.3 Inches/Windows 11/WiFi/Bluetooth/Webcam),"26,290",https://www.amazon.in/Refurbished-Dell-Latitude-Processor-Bluetooth/dp/B0DQPMKR9Y/ref=sr_1_1043?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1043&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Dell,DELL,DELL Latitude 7390,,,,,13.3 Inches,,1920 x 1200 pixels Pixels,,,,Intel,Core i5 7200U,2.6 GHz,1,DDR4,64 GB,SSD,,Intel,Integrated,GDDR5,Integrated,,Windows,,,,,"Laptop, Power Cord, Battery, Power Adaptor",India,2 kg 600 g,B0DQPMKR9Y,,"#57,185 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,720 in Traditional Laptops",17 December 2024,rentopc.COM,,,1.00 count,,,,,,,,20 x 20 x 10 cm; 2.6 kg,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) MSI Modern 14, Intel 12th Gen. i5-1235U, 36CM FHD 60Hz Laptop(16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/Intel Iris Xe Graphics/Classic Black/1.4Kg), C12MO-1212IN","36,596",https://www.amazon.in/Refurbished-MSI-i5-1235U-Graphics-C12MO-1212IN/dp/B0DKD4B5FZ/ref=sr_1_1044?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1044&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,MSI,MSI,Modern 14,Classic Black,Laptop,43.2 Centimeters,28.2 Centimeters,36 Centimetres,1920 x 1080 pixel,,7.9 x 28.2 x 43.2 cm; 1.4 kg,,,Intel,Intel Core i5,0.9 GHz,1,DDR4,16 GB,SSD,,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",Windows 11 Home,42 Hours,Yes,39.3 Watt Hours,3,"User Guide, Laptop, Power Adapter",,1 kg 400 g,B0DKD4B5FZ,,"#66,377 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,051 in Traditional Laptops",20 October 2024,,,7.9 x 28.2 x 43.2 Centimeters,1 Count,Laptop,16 GB,,,,Intel Iris Xe Graphics,,,3200 MHz,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo ThinkPad E16 Intel Core i5 13th Gen 16"" WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/DOS/FPR/Graphite Black/1Y Premier Support/1.77 kg), 21JN004GIG","63,490",https://www.amazon.in/Lenovo-ThinkPad-Graphite-Premier-21JN004GIG/dp/B0CVQDP434/ref=sr_1_1045?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1045&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,Thinkpad E16 G1,Graphite Black,Laptop,48.9 Centimeters,33.4 Centimeters,16 Inches,1366 x 768,,8.2 x 33.4 x 48.9 cm; 2.73 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i5,1.3,1,DDR4,40 GB,SSD,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,DOS,,Yes,47 Watt Hours,3,"Laptop, User manual, Adapter",China,2 kg 730 g,B0CVQDP434,"5.0
1 rating
5.0 out of 5 stars","#62,039 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,899 in Traditional Laptops",15 February 2024,"LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China","Lenovo India Pvt Ltd, RBD Icon, 2nd Floor, Doddenekundi, Marathaalli Outer Ring Road, Bangalore, India 560037",8.2 x 33.4 x 48.9 Centimeters,1 Case,Laptop,,,,,,,,3200 MHz,1,,,230 Volts,65 Watts,No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Fire Fly 16 G10 | i5-1335U 16GB (1x16GB) | DDR5 5200 512GB PCIe | NVMe SSD RTX A500 4GB | Win 11 Pro 5MP cam 16 WUXGA AG 250 | Wi-Fi 6E + BT 5.3 FPR | 3 Yrs Warranty (8F6J8PA),"92,000",https://www.amazon.in/HP-16-G10-i5-1335U-Warranty/dp/B0DKBM3VFT/ref=sr_1_1046?dib=eyJ2IjoiMSJ9.diwDn756Y-deiEUmhol_qmQLd8aN24x3jRJzReqcRmA2gjz19I3jtyUB-u4U2U5sF1x2mADKgJQv-iJTitIOHT_pF6yer02JKQygxEzrqgT6-hWIUpWy47RqbSmUqrXG32p_BwkyPxiTR71vgfvc-5Mn9RD8knTd64M6EaoACHQEkxl6vmJNj7RlLG4Kzh74YpUaYMx528vR_CqnaPNQIMSebHK6Pf3DCcQ_AiZi03w_6JTHC-bEaXfm5HMvOIfvCFTupBjByxgfQwESGrx7dcOQxBitxAk-0yQCxVoKs4AvNxEYZGX6uiWdz1sM2AGMslfNT7MGuDd30MQaxNeW241NnVLyWRc6MDb2Yv1cC00.8m55PFpvyKH-FyDsOkxbZmE6yzTmN2F11d1ilNsGT1Q&dib_tag=se&qid=1737658125&s=computers&sr=1-1046&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,HP,HP India,HP ZBook Firefly 40.6 cm (16) G10 Mobile Workstation PC (8F6J8PA),,Clamshell,,,40.6,1920 x 1200 pixels,1920 x 1200,,,HP ZBook Firefly 40.6 cm (16) G10,Intel,Intel Core i5,4.6 GHz,1,DDR5,16 GB,SSD,,Intel,Dedicated,DDR5 SDRAM,Integrated,,Windows 11 Pro,,,,,Laptop,China,1 kg 720 g,B0DKBM3VFT,"4.0
1 rating
4.0 out of 5 stars","#57,356 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,737 in Traditional Laptops",19 October 2024,Microworld Infosol Pvt. Ltd,HP India,,,Laptop,,DDR5 RAM,512 GB,,,4 GB,55.7 x 35.4 x 7.2 cm; 1.72 kg,,2,2,,,,,,,,,,802.11ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Fire Fly 16 G10 | i5-1335U 16GB (1x16GB) | DDR5 5200 512GB PCIe | NVMe SSD RTX A500 4GB | Win 11 Pro 5MP cam 16 WUXGA AG 250 | Wi-Fi 6E + BT 5.3 FPR | 3 Yrs Warranty (8F6J8PA),"92,000",https://www.amazon.in/HP-16-G10-i5-1335U-Warranty/dp/B0DKBM3VFT/ref=sr_1_1057?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1057&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,HP,HP India,HP ZBook Firefly 40.6 cm (16) G10 Mobile Workstation PC (8F6J8PA),,Clamshell,,,40.6,1920 x 1200 pixels,1920 x 1200,,,HP ZBook Firefly 40.6 cm (16) G10,Intel,Intel Core i5,4.6 GHz,1,DDR5,16 GB,SSD,,Intel,Dedicated,DDR5 SDRAM,Integrated,,Windows 11 Pro,,,,,Laptop,China,1 kg 720 g,B0DKBM3VFT,"4.0
1 rating
4.0 out of 5 stars","#57,356 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,737 in Traditional Laptops",19 October 2024,Microworld Infosol Pvt. Ltd,HP India,,,Laptop,,DDR5 RAM,512 GB,,,4 GB,55.7 x 35.4 x 7.2 cm; 1.72 kg,,2,2,,,,,,,,,,802.11ax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SDD/Windows 11/Office 2021/2Yr Warranty/Arctic Grey/1.65Kg), 82H801LHIN","35,990",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82H801LHIN/dp/B0B5VBKV26/ref=sr_1_1058?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1058&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,Ideapad,Arctic Grey,Thin & Light,20 Millimeters,23.7 Centimeters,15.6 Inches,1920 x 1080 pixel,1920x1080 Pixels,35.9 x 23.7 x 2 cm; 1.65 kg,1 Lithium Polymer batteries required. (included),82H801LHIN,Intel,Core i3,4.1 GHz,2,DDR4,12 GB,SSD,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,12 Hours,Yes,45 Watt Hours,3,"Laptop,User Manual,Power Adapter",,1 kg 650 g,B0B5VBKV26,"4.0
57 ratings
4.0 out of 5 stars","#50,314 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,479 in Traditional Laptops",5 July 2022,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",35.9 x 23.7 x 2 Centimeters,1 Piece,Laptop,8 GB,DDR4 SDRAM,,Serial ATA,Intel UHD Graphics,,,,1,2,1,,,No Optical Drive,"Stereo speakers, 1.5W x2, Dolby Audio",,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (8GB/512GB SSD/Win 11/Office 2021/Alexa Built-in/3 Month Game Pass/Arctic Grey/1.37Kg), 83EQ0063IN","52,990",https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-35-5cm-83EQ0063IN/dp/B0D5YG5ZZC/ref=sr_1_1059?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1059&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,IdeaPad Slim 3,Arctic Grey,Thin & Light,,,14 Inches,,1920 x 1080 Pixels,,1 Lithium Polymer batteries required. (included),14IAH8,Intel,Intel Core i5,2 GHz,8,Lpddr 5,8 GB,SSD,"Headphones, Speakers",Intel,Integrated,Shared,Integrated,"Bluetooth, WiFi Hotspot",Windows 11 Home,6 Hours,Yes,47 Watt Hours,4,Laptop,,1 kg 370 g,B0D5YG5ZZC,,"#66,552 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,068 in Traditional Laptops",3 June 2024,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,Laptop,,DDR5 RAM,512 GB,PCIE x 4,Intel UHD Graphics,,48.6 x 29.8 x 7 cm; 1.37 kg,,,3,,5 Volts,,No Optical Drive,"User-facing stereo speakers, 1.5W x2, optimized with Dolby Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Renewed) Lenovo ThinkCentre Intel 6th Gen Core i5 6400T Laptop (16 GB/1 TB HDD/Windows 10 Pro/MS Office /1//2.20 Kg), ThinkCentre M700,Black","10,490",https://www.amazon.in/Renewed-Lenovo-ThinkCentre-Windows-Office/dp/B08K4JKTMT/ref=sr_1_1060?dib=eyJ2IjoiMSJ9.T28bC-rF0VgGL_AhqC3_BogAX4ZYjl2PTo_twvtr9vuYpBwcSd0otxEPOCPzDhXyWUoZ0vcU97I5I1ekiIFjHwD9AtWeJ0PbHlvtF_vUXIZy0kutVP_REeiw68UtU1XDbOGd4HRnkw7NsQBDV0bHm2FzwXA9avS1Y8KVUn9XDkuL_t-uPdPplnSNpRXnM17yB_RIwTQW4iYwdN0EicOqAMmZILjMf7Zfxzw0G74ZN-SsMS20yQ1HDUc1HURtZbGQj_cu1Gvyih33_E9cjfZleHQdbp2WOgae1KENUk0KtDsOzsCf6y13UOsWza3WbtIz7ofPgns8RSa1p9WZ2s50ZMe1oeN4lsj9kynTfrvBdhQ.-loIAOhjWu_gkAhFro9G3dns--f2jHyWT5aqp2k9DHM&dib_tag=se&qid=1737658606&s=computers&sr=1-1060&xpid=aGsdZ06zmnQzo,2025-01-24 00:31:40,Lenovo,Lenovo,ThinkCentre,Black,compact,1.36 Inches,7 Inches,,,,18.29 x 17.78 x 3.45 cm; 5 kg,,ThinkCentre M700-cr,Intel,Core i5 6400T,2.8 GHz,1,DDR4,16 GB,HDD,,Intel,Integrated,,,Wi-Fi,Windows 10 Pro,,,,,,India,5 kg,B08K4JKTMT,"3.9
8 ratings
3.9 out of 5 stars","#63,634 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,952 in Traditional Laptops",26 September 2020,"Lenovo India Private Limited,1A, Edayarpalayam, Puducherry 605007",,18.3 x 17.8 x 3.5 Centimeters,,Mini PC,16 GB,GDDR4,1 TB,eSATA,1,,,,,,,,,,integrated high quality speakers,,,Windows,5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
