title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Package Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Drive Size,tech_Hard Disk Description,tech_Hard Drive Interface,tech_Hard Disk Rotational Speed,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Wireless Type,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Optical Drive Type,tech_Power Source,tech_Hardware Platform,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Lithium Battery Weight,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Net Quantity,tech_Item Height,tech_Item Width,tech_Product Dimensions,tech_Computer Memory Type,tech_Memory Clock Speed,tech_Speaker Description,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Rear Webcam Resolution,tech_Front Webcam Resolution,tech_Average Battery Life (in hours),info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Generic Name,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Device type,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Theme,tech_Cartoon Character,tech_Special Feature,tech_Number of Pieces,tech_Style,tech_Age Range (Description),tech_Reusability,tech_Item Form,tech_Pattern,tech_Indoor/Outdoor Usage,tech_Finish Type,tech_Number of Items,tech_Target Audience,tech_ASIN,info_Manufacturer,info_Item Weight,tech_Special Features,tech_Image contrast ratio,tech_Aspect Ratio,tech_Microphone format,tech_Microphone technology,tech_Refresh Rate,tech_Number of Ports,info_Included Components,tech_Imported By,tech_Battery Charge Cycles,tech_Number of Audio-out Ports,tech_Number of Ethernet Ports,tech_Lock Type,tech_Capacity,tech_Material,tech_Mounting Type,tech_Alarm,tech_Water Resistance Level,tech_Chamber Depth,tech_Chamber Height,tech_Global Trade Identification Number,tech_Notebook Display Technology,tech_Supported Software,tech_Special features,tech_Whats in the box,tech_Number of Microphone Ports,tech_Number of VGA Ports,tech_Response Time,tech_Compatible Devices,tech_Battery Average Life Standby,tech_Blanket Form,tech_Seasons,tech_Product Care Instructions,tech_Fabric Warmth Description,tech_Sport
"(Refurbished) HP ABS Plastic Hp Intel 6Th Gen Core I5-6267U 14.5-Inch (36.83 Cms) Hd (1366 X 768) Mp Laptop (8 Gb/500 Gb Hdd/Windows 10 Pro/Ms Office 2019 /Intel/Silver/2.20 Kg), 840 G3
Solid","20,300",https://www.amazon.in/Renewed-HP-i5-6267U-14-5-Inch-840/dp/B091N5VNHC/ref=sr_1_1570?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1570&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,HP,HP,,Silver,laptop,14.5 Inches,1366 x 768,HD (1366 X 768) MP,,1 Lithium Ion batteries required.,840 G3-cr,Intel,Core i5-6267U,2.4 GHz,2,8 GB,,,500 GB,HDD,ATA,7200.00,Headphones,Intel,Integrated,,Integrated,Wi Fi,,,,,,Windows,Windows 10 Pro,No,50 Watt Hours,,3,laptop.adaptor.powercard,India,2 kg 200 g,B091N5VNHC,"3.4
28 ratings
3.4 out of 5 stars","#91,072 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,881 in Traditional Laptops",3 April 2021,,2.5 Inches,12.75 Inches,35.56 x 32.39 x 6.35 cm; 2.2 kg,DDR4 SDRAM,,,intel,4 GB,,,55.00,,,3 Hours,,,35.6 x 32.4 x 6.4 Centimeters,Business Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Business,,,Anti Glare Screen,,Minimalist,Adult,,,Solid,,,1,,,,,,,,,,,,,,,,1,,,ABS Plastic,,,Not Water Resistant,,,,LCD,,,,,,,,,Throw Blanket,"Spring, Fall",Machine Wash,lightweight,office
"(Renewed) Lenovo Windows 10 Pro Thinkpad Laptop X250 Intel Core i5-5300u Processor, 8 GB Ram & 512 GB SSD, Win10, 12.5 inches 1.3 kg Ultralight Computer","14,100",https://www.amazon.in/Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B08SBN2BPJ/ref=sr_1_1561?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1561&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo – IBM,Thinkpad X250,Black,Laptop,12.5 Inches,1366x768,HD (1366 X 768) Pixels,,,X250-i5-8-512-cr,Intel,Core i5 5300U,,1,8 GB,DDR3,,512 GB,SSD,eSATA,5400 RPM,Headphones,Intel,intel hd graphics 4000,,,Wi-Fi,,,,,Battery Powered,Windows,Windows 10 Pro,Yes,55 Watt Hours,50 Grams,4,,China,1 kg 300 g,B08SBN2BPJ,"3.3
14 ratings
3.3 out of 5 stars","#91,484 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,378 in Valentine's Day (Amazon Renewed)
#2,898 in Traditional Laptops",7 January 2021,,0.8 Inches,8.5 Inches,30.48 x 21.59 x 2.03 cm; 1.3 kg,,,,Intel,,,,,,,,,,30.5 x 21.6 x 2 Centimeters,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ramiya 3 in 1 Laptop Lamination Kit for 14 inch All Type Laptop (Size Upto 14""x 9"")",379,https://www.amazon.in/Ramiya-Laptop-Lamination-inch-Type/dp/B0848M45DM/ref=sr_1_1562?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1562&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,,RAMIYA,,,,,,,,,combo-SNS-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,"#130,475 in Computers & Accessories (See Top 100 in Computers & Accessories)
#4,047 in Traditional Laptops",,1.0 count,,,,,,,,,,,,,,,,,38.1 x 0.3 x 25.4 Centimeters,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0848M45DM,RAMIYA,0.1 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad T450 Intel Core i5-5300U 2.3GHz 14 inches Laptop (8GB Ram, 480GB SSD, Windows 10 Pro 64bit, 1.58Kg)","13,900",https://www.amazon.in/Lenovo-ThinkPad-T450-i5-5300U-Windows/dp/B07GCR5Q9J/ref=sr_1_1563?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1563&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,intel,T450,black,Ultrabook,14 Inches,1366x768,1366x768,,1 Lithium Ion batteries required. (included),T450,Intel,Ryzen 3 5300U,2.3 GHz,2,8 GB,DDR3L,,480 GB,SSD,Serial ATA,5400 RPM,Headphones,Intel,Integrated,Shared,,Wi-Fi,802.11ac,,,,ac,PC,Windows 10,Yes,1 Watt Hours,1 Grams,6,,,2 kg 500 g,B07GCR5Q9J,"3.5
33 ratings
3.5 out of 5 stars","#109,674 in Computers & Accessories (See Top 100 in Computers & Accessories)
#190 in Celebrate Ganesha Chaturthi with Renewed
#3,474 in Traditional Laptops",26 September 2018,,0.8 Inches,13.2 Inches,23.11 x 33.53 x 2.03 cm; 2.5 kg,DDR3 SDRAM,2.3 GHz,,Intel HD Graphics,,,120 Volts,,,,,,,23.1 x 33.5 x 2 Centimeters,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP Smart Buy EliteBook x360 1040 G8 i7-1165G7 16GB 256GB W10P64 14"" FHD SV Touch 3-Year","48,990",https://www.amazon.in/Refurbished-HP-EliteBook-i7-1165G7-W10P64/dp/B0D4MPMVLL/ref=sr_1_1564?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1564&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,HP,hp,HP EliteBook,silver,,14 Inches,1920 x 1080 pixels,,50.79 x 29.8 x 8.1 cm; 2.28 kg,1 Lithium Polymer batteries required. (included),36D33UT#ABA-cr,Intel,Core i7,,6,16 GB,DDR4,,256 GB,,,,Headphones,Intel,Dedicated,,,Wi-Fi,,,,,Battery Powered,,Windows 10 Pro,Yes,45 Watt Hours,,3,,,2 kg 280 g,B0D4MPMVLL,"3.8
4 ratings
3.8 out of 5 stars","#108,845 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,453 in Traditional Laptops",20 May 2024,,,,,,1600 MHz,,,,,,65 Watts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Pulse 16 AI, Intel Core Ultra 7 155H, Built-in Ai, 41CM 16:10 QHD+ 240Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4060, GDDR6 8GB/Core Black/2.8Kg), C1VFKG-030IN","1,41,990",https://www.amazon.in/MSI-Pulse-Intel-Ultra-Built/dp/B0CXDNVWJW/ref=sr_1_1565?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1565&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,MSI,MSI,Pulse 16 AI,Core Black,Laptop,41 Centimetres,2560 x 1600 pixel,,,1 Lithium Polymer batteries required. (included),,Intel,Core i7,1.4 GHz,1,16,DDR5,96 GB,,SSD,,,Headphones,NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,,,3,,,,Windows 11 Home,Yes,,,4,Laptop,China,5 kg 130 g,B0CXDNVWJW,"5.0
1 rating
5.0 out of 5 stars","#118,271 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,709 in Traditional Laptops",7 March 2024,1 Count,49 Centimeters,32.1 Centimeters,14.2 x 32.1 x 49 cm; 5.13 kg,,,,NVIDIA GeForce RTX 4060,8 GB,,12 Volts,,,,,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",14.2 x 32.1 x 49 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Titan 18 HX, Intel 14th Gen. i9-14900HX, 45.72CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4080, /Core Black/3.6Kg), A14VHG-207IN","4,09,990",https://www.amazon.in/MSI-i9-14900HX-45-72CM-MiniLED-A14VHG-207IN/dp/B0CV75ZNX4/ref=sr_1_1566?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1566&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,MSI,MSI,Titan 18 HX,Core Black,Laptop,46 Centimetres,3840 x 2400 pixel,,,1 Lithium Polymer batteries required. (included),,Intel,Core i9,5.8 GHz,1,,DDR5,192 GB,,SSD,,,"Headphones, Speakers",NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,,,3,,,,Windows 11 Home,Yes,,,4,"Laptop, Power Adapter, MSI Gaming Mouse, MSI Dual Drive 256Gb + Msi Lucky, Battery, MSI Bag",China,3 kg 600 g,B0CV75ZNX4,"3.5
7 ratings
3.5 out of 5 stars","#126,701 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,942 in Traditional Laptops",8 February 2024,1 Count,56.1 Centimeters,38.7 Centimeters,19.5 x 38.7 x 56.1 cm; 3.6 kg,,,,NVIDIA GeForce RTX 4080,,,230 Volts,,,,7 Hours,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",19.5 x 38.7 x 56.1 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Dell Vostro 3510 Laptop, Intel Core i5-1135G7/ 8GB/ 1TB+256GB SSD/ 15.6"" (39.62Cms) FHD WV","36,711",https://www.amazon.in/Refurbished-Dell-Vostro-i5-1135G7-39-62Cms/dp/B0C5XW33XX/ref=sr_1_1567?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1567&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,intel,Vostro 3510,Carbon,laptop,15.6,1920*1080,,52.7 x 38.2 x 10.4 cm; 1.69 kg,,,Intel,Core i5,2.4 GHz,1,8 GB,DDR4,16 GB,1 TB,SSHD,,5400 RPM,Speakers,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",,1,,,Battery Powered,,Windows 11 Home,Yes,41 Watt Hours,,3,"Laptop, Battery, AC Adapter, User Guide, Manuals",,1 kg 690 g,B0C5XW33XX,"2.0
4 ratings
2.0 out of 5 stars","#94,514 in Computers & Accessories (See Top 100 in Computers & Accessories)
#3,005 in Traditional Laptops",22 May 2023,1 Count,,,,,2666 MHz,,INTEGRATED,,,240 Volts,,,,,,,,laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo V14 Intel Core i5 12th Gen 14"" (35.6 cm) HD (1366x768) Thin and Light Laptop (8GB RAM/512GB SSD/DOS/Iron Grey/1.6 kg) 1 Year Service Center Carry in Warranty","35,980",https://www.amazon.in/Lenovo-V14-1366x768-Antiglare-Laptop/dp/B09SB3GML9/ref=sr_1_1568?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1568&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Lenovo V14,Iron Grey,Laptop,14 Inches,1366 x 768 pixels,1920x1080 Pixels,,1 Lithium Polymer batteries required. (included),Lenovo V14,Intel,Core i5,4.2 GHz,1,8 GB,DDR4,16 GB,512 GB,SSD,Serial ATA,,Headphones,Intel,Integrated,Shared,Integrated,Wi-Fi,Bluetooth,1,,No Optical Drive,Battery Powered,,DOS,Yes,38 Watt Hours,,2,"Laptop, User manual, Adapter",China,1 kg 600 g,B09SB3GML9,"3.3
6 ratings
3.3 out of 5 stars","#93,267 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,955 in Traditional Laptops",11 February 2022,1 Case,20 Millimeters,32.4 Centimeters,21.5 x 32.4 x 2 cm; 1.6 kg,DDR4 SDRAM,3200 MHz,Built-in speakers available,,8 GB,1,230 Volts,,,,5 Hours,"Lenovo (India) Private Limited, R.S. NO. 19/1A & 2A, Edayarpalayam Village, ECR Road, Thavalakuppam, Pondicherry 605 007, India","Lenovo India,Level-2, Ferns Icon, Outer Ring Road, Marathahalli, Bangalore",21.5 x 32.4 x 2 Centimeters,Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
(Refurbished) Dell Latitude Feather Light (1.2 KG) & Slim 7390 Intel i5-7th Gen @ 2.6 Ghz Processor (16 GB DDR4 RAM/128 GB SSD/13.3 Inches/Windows 11/WiFi/Bluetooth/Webcam),"19,590",https://www.amazon.in/Refurbished-Dell-Latitude-Processor-Bluetooth/dp/B0DQPLXDV2/ref=sr_1_1569?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1569&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Dell,DELL,DELL Latitude 7390,,,13.3 Inches,,1920 x 1200 pixels Pixels,20 x 20 x 10 cm; 2.6 kg,,,Intel,Core i5 7200U,2.6 GHz,1,,DDR4,64 GB,,SSD,,,,Intel,Integrated,GDDR5,Integrated,,,,3,,,,Windows,,,,,"Laptop, Power Cord, Battery, Power Adaptor",India,2 kg 600 g,B0DQPLXDV2,,"#141,222 in Computers & Accessories (See Top 100 in Computers & Accessories)
#4,367 in Traditional Laptops",17 December 2024,1.00 count,,,,,,,,,1,,,,,,rentopc.COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad T480 8th Gen Intel Core i7 Thin & Light Laptop (8 GB DDR4 RAM|512 GB SSD|14"" (35.6 cm) HD|Windows 11|WiFi|Bluetooth 4.1|Webcam|Intel HD Graphics),Black","21,300",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0DNVT6341/ref=sr_1_1570?dib=eyJ2IjoiMSJ9.R9GLvgwz05AnzAa2Z8-ZwwcGVlLKIYZe1zBljqwiICfpXWHnZxhFLKYKl9Vw_AikL2ThR9u9PM0jXKOD_NtuwGgVisNI2znyoc6HP6d1UjsE0Fty48do77SvTQLNJlB9XvdnGjeQh74J3KGFyu8hCIdouibN9HcYWQjjuR_8L3Qu1IH3kB46ulkyPthwq6I4RaWzimMWcVSKRmpGfJqWcTf7iA45q0p8CGBAwoTfc2Hr5nSKV2N91hR7cr_bw05dvd1LWWM8WJ36TRhVEqlMThpIgTKEc0X9JxWqTUmU3pm46IVDafRHQrUPM_N065-QAwRceTGQDEV6RX1KAQFgQXESMl0vnTuCyS9R9hif9dQ.HQaF0otgOUIQgjDlolPCc9TbNLMGmjgRFYLOweSA2aQ&dib_tag=se&qid=1737708550&s=computers&sr=1-1570&xpid=Nq2TqhdbIsqAo,2025-01-24 14:37:46,Lenovo,Lenovo,Lenovo ThinkPad T480,Black,Clamshell,14 Inches,1366 x 768 pixels,1366 x 768 Pixels,46.6 x 32.2 x 7.7 cm; 1.65 kg,1 12V batteries required. (included),core_i7_8550U,Intel,Intel Core i7,1.8 GHz,1,,DDR4,16 GB,512 GB,SSD,Serial ATA,,Headphones,Intel,Integrated,Shared,,"Bluetooth, Wi-Fi",,,,,,,Windows,Yes,55 Watt Hours,,3,"Laptop, Power Cord, Battery",,1 kg 650 g,B0DNVT6341,"5.0
1 rating
5.0 out of 5 stars","#138,468 in Computers & Accessories (See Top 100 in Computers & Accessories)
#28 in Mega Offers on Renewed products
#4,272 in Traditional Laptops",23 November 2024,1.00 count,,,,DDR4 SDRAM,,Basic built-in speakers,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
