title,price,url,scrape_date,tech_Brand,tech_Manufacturer,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Resolution,tech_Product Dimensions,tech_Batteries,tech_Item model number,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Interface,tech_Connectivity Type,tech_Operating System,tech_Average Battery Life (in hours),tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Country of Origin,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Packer,info_Importer,info_Item Dimensions LxWxH,info_Net Quantity,info_Generic Name,tech_RAM Size,tech_Computer Memory Type,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Graphics Coprocessor,tech_Graphics Card Ram Size,tech_Package Dimensions,tech_Memory Clock Speed,tech_Number of USB 2.0 Ports,tech_Number of USB 3.0 Ports,tech_Number of HDMI Ports,tech_Voltage,tech_Wattage,tech_Optical Drive Type,tech_Speaker Description,tech_Rear Webcam Resolution,tech_Power Source,tech_Hardware Platform,tech_Hard Disk Rotational Speed,tech_Wireless Type,tech_Lithium Battery Weight,tech_Front Webcam Resolution,tech_Number of Ethernet Ports,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Memory Slots Available,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Colour Screen,tech_Audio Output Type,tech_Video Output,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Refresh Rate,tech_Number of Ports,tech_Total USB ports,tech_Keyboard Description,tech_Connector Type,tech_Device interface - primary,tech_Has audio recording capabilities,tech_Supports Bluetooth Technology,tech_Average Battery Standby Life (in hours),tech_Number of Lithium Metal Cells,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Notebook Display Technology,tech_Number of Microphone Ports,tech_Number of Audio-out Ports,tech_Compatible Devices,tech_Cellular technology,tech_Device type,tech_ASIN,info_Manufacturer,info_Item Weight,info_Included Components
"Samsung Galaxy Book2 Pro 360 (Burgandy, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i7-1260P Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | NP950QED-KH1IN","95,999",https://www.amazon.in/Samsung-Burgandy-Processor-Fingerprint-NP950QED-KH1IN/dp/B0DQ4C6FLS/ref=sr_1_1081?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1081&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Samsung,,,,,,,15.6 Inches,,,,LR44 batteries required. (included),,Intel,Core i7-1260P,1.3 GHz,,Lpddr 5,32 GB,,,,,,,,,,Yes,68 Watt Hours,4,,Vietnam,2 kg 300 g,B0DQ4C6FLS,,"#60,973 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,858 in Traditional Laptops",11 December 2024,"Samsuung Electronics Vietnam Co. Ltd. Khu Cong Nghiep Yenphong 1 Yen Trung, Yenphong, Bac Ninh Vietnam.","Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864",,,,,,,,,,51.9 x 31.9 x 6.1 cm; 2.3 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1691IN","66,989",https://www.amazon.in/MSI-i7-12650H-Windows-GeForce-B12UC-1691IN/dp/B0CV9J1QSJ/ref=sr_1_1082?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1082&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,MSI,MSI,Thin 15,Cosmos Gray,Laptop,46.9 Centimeters,32.3 Centimeters,40 Centimetres,1920 x 1080 pixel,,8.5 x 32.3 x 46.9 cm; 1.86 kg,1 Lithium Polymer batteries required. (included),,Intel,Core i7,4.7,1,DDR4,64 GB,SSD,"Headphones, Speakers",NVIDIA,Dedicated,GDDR6,PCI Express,Wi-Fi,Windows 11 Home,,Yes,52.4 Watt Hours,3,"Laptop, Power Adapter, Battery",Taiwan,1 kg 860 g,B0CV9J1QSJ,"4.1
9 ratings
4.1 out of 5 stars","#54,003 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,614 in Traditional Laptops",9 February 2024,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",8.5 x 32.3 x 46.9 Centimeters,1 Count,Laptop,16,,,,NVIDIA GeForce RTX 3050,4 GB,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS PRO Series Z NBC 4S, Intel Core 12th Gen i5 Processor 16GB RAM & 512GB SSD Laptop, 15.6 Inch (39.6CM), IPS 180° Display, Dolby Atmos, 38.5Wh Large Battery, Windows 11, Blue, 1.76 Kg","36,490",https://www.amazon.in/ZEBRONICS-4S-Processor-16GB-Blue/dp/B0CJ76MR49/ref=sr_1_1083?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1083&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,ZEBRONICS,"13,7",ZEB-NBC 4S,blue,Laptop,38.1 Centimeters,8.2 Centimeters,15.6 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,38.1 x 8.2 x 38.1 cm; 1.76 kg,,ZEB-NBC 4S (16GB) Blue,Intel,Intel Core i5,4.4 GHz,1,DDR4,512 GB,SSD,"Headphones, Speakers",Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,10 Hours,No,,,"QR code Guide:- 1U, Power adapter:- 1U, Quick start Guide:- 1U, Laptop:- 1U",,1 kg 760 g,B0CJ76MR49,"3.5
174 ratings
3.5 out of 5 stars","#10,356 in Computers & Accessories (See Top 100 in Computers & Accessories)
#327 in Traditional Laptops",4 September 2023,"13/7, Smith Road, Royapettah CHENNAI-600349","13/7, Smith Road, Royapettah CHENNAI-600002",38.1 x 8.2 x 38.1 Centimeters,1 Count,"ZEBRONICS Newly Launched NBC 4S Core i5 12th Gen 1235U - (16 GB RAM 3200MHz/ 512 GB M.2 SSD/ Windows 11 Home) 15.6” 1080p, Dolby ATMOS, Type C Port, Fingerprint Sensor, 38.5Wh Battery (Blue)",16 GB,,512 GB,USB 3.2,Intel,,,3200 MHz,1,2,1,5 Volts,65 Watts,,Built-in speakers with Dolby Atmos support,,,,,Bluetooth,,1080 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook X Laptop, Snapdragon® X Elite X1E-78-100,14inch(35.6 cm),2.2K Touch Display,IPS,16GB LPDDR5x,1TB SSD,Next Gen Windows, Copilot +,Blue,1.34 kg,14-fe0121QU","1,37,990",https://www.amazon.in/HP-OmniBook-Snapdragon%C2%AE-X1E-78-100-14-fe0121QU/dp/B0D84427H6/ref=sr_1_1084?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1084&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,HP,HP,14-fe0121QU,Blue,Laptop,,,14 Inches,2256x1504,,,1 Lithium Polymer batteries required. (included),A99B8PA,Snapdragon,Snapdragon,3.4 GHz,1,Lpddr 5,16 GB,SSD,Headphones,Qualcomm,Integrated,GDDR5X,Integrated,"Bluetooth, Wi-Fi",Windows,,Yes,59 Watt Hours,3,"Laptop, Power Adapter, User Manual",China,1 kg 340 g,B0D84427H6,"5.0
1 rating
5.0 out of 5 stars","#62,227 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,909 in Traditional Laptops",26 June 2024,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,,,Laptop,16,,1 TB,,Qualcomm,,38.4 x 28.5 x 9.9 cm; 1.34 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP Pavilion Core i5 13th Gen (16GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/720p HD Camera/Backlit Keyboard/Audio by B&O/15.6” (39.6cm)/Silver/1.74kg) eg3079TU Laptop,"69,990",https://www.amazon.in/HP-Pavilion-i5-1340P-Graphics-15-eg3079TU/dp/B0C2D3NV1S/ref=sr_1_1085?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1085&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,HP,HP,15-eg3079TU,Natural Silver,Netbook,52 Centimeters,30.8 Centimeters,39.6 Centimetres,1920 x 1080 pixels,1920 x 1080 Pixels,6.7 x 30.8 x 52 cm; 1.75 kg,1 Lithium Ion batteries required. (included),15-eg3079TU,Intel,Core i5,4.6 GHz,1,DDR4,16 GB,SSD,"Headphones, Speakers",intel iris xe,Integrated,VRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,Yes,41 Watt Hours,3,"Laptop, Power Adapter, User Manual",,1 kg 750 g,B0C2D3NV1S,"3.5
23 ratings
3.5 out of 5 stars","#47,264 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,389 in Traditional Laptops",13 April 2023,HP India Sales Pvt. Ltd.,HP India Sales Pvt. Ltd.,6.7 x 30.8 x 52 Centimeters,1 count,Laptop,16 GB,,512 GB,,Intel Iris Xe Graphics,3 GB,,3200 MHz,,2,1,240 Volts,,,"Audio by B&O, Dual speakers",,,PC,,,,720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Thin & Light Inspiron 7440 2in1 Laptop, Intel Core 5 120U, 16G + 512GB SSD, 14"" (35.62cm) FHD+ 250nits Touch + Dell Active Pen, Backlit KB + FPR, Win 11 + MSO'21,15 Months McAfee,Ice Blue,1.71kg","86,490",https://www.amazon.in/Dell-Inspiron-35-62cm-250nits-Backlit/dp/B0D83DMTMH/ref=sr_1_1087?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1087&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Dell,Dell India Pvt. Ltd.,Inspiron 7440 2-in-1,Ice Blue,Laptop,,,14 Inches,1920 x 1080 pixels,,,1 Lithium Ion batteries required. (included),,Intel,Core i5,5 GHz,1,DDR5,16 GB,SSD,,Intel,Integrated,DDR5 SDRAM,Integrated,Bluetooth,Windows 11 Home,,Yes,54 Watt Hours,4,Laptop | Adapter | Active Pen | User Manual,,1 kg 710 g,B0D83DMTMH,,"#66,652 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,063 in Traditional Laptops",26 June 2024,Dell India Pvt. Ltd.,Dell India Pvt. Ltd.,,,Laptop,16,,,,,,41.4 x 35.05 x 7.62 cm; 1.71 kg,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVITA Liber E with Free USB Charging Backpack 12th Gen Intel core i5 1235U 8GB RAM 512GB SSD 14.1 (35.6 cm) FHD Display Windows 11 Home Charcoal Black 1.53 Kg Thin & Light,"32,030",https://www.amazon.in/AVITA-charging-Backpack-Display-Charcoal/dp/B0CRVKFF7X/ref=sr_1_1088?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1088&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,AVITA,AVITA Technologies International Company Ltd,AM14A2INF56F-CHF,Charcoal,Ultra-Portable,39 Centimeters,30.8 Centimeters,14.1 Inches,1920 x 1080 pixel,1920 x 1080 Pixels,9.4 x 30.8 x 39 cm; 1.53 kg,,AM14A2INF56F-CHF,Intel,Intel Core i5,3.3 GHz,1,DDR4,16 GB,SSD,"Headphones, Speakers",Intel,Integrated,DDR4 SDRAM,Integrated,"Bluetooth, Wi-Fi",Windows 11 Home,,,,,"HD Camera,,,,,",China,1 kg 530 g,B0CRVKFF7X,"4.0
6 ratings
4.0 out of 5 stars","#66,297 in Computers & Accessories (See Top 100 in Computers & Accessories)
#2,057 in Traditional Laptops",9 January 2024,Futopia Global Pvt Ltd,Futopia Global Pvt Ltd,9.4 x 30.8 x 39 Centimeters,1 Count,Laptop,8,DDR4 SDRAM,512 GB,,Intel Iris Xe Graphics,,,,1,2,,,,,Dual Stereo,,,,,"Bluetooth, 802.11a/b/g/n/ac",,1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Ideapad Gaming 3 AMD Ryzen 5 5600H 15.6"" (39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA RTX 3050/120Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K2022VIN","60,590",https://www.amazon.in/Lenovo-Ideapad-39-62cm-Backlit-82K201RRIN/dp/B09SKTLDK1/ref=sr_1_1089?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1089&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Lenovo,Lenovo,,,Gaming,,,15.6 Inches,1932 x 1080 pixel,1920 X 1080 (FHD) Pixels,36 x 25.2 x 2.4 cm; 2.25 kg,1 Lithium Polymer batteries required. (included),82K2022VIN,NVIDIA,Ryzen 5,3.3 GHz,6,,,SSD,,,Dedicated,GDDR6,PCI Express,,Windows 11 Home,,,,,,China,2 kg 250 g,B09SKTLDK1,"4.4
94 ratings
4.4 out of 5 stars","#263,108 in Electronics (See Top 100 in Electronics)
#1,778 in Traditional Laptops",16 February 2022,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",36 x 25.2 x 2.4 Centimeters,1 Piece,Laptop,8 GB,DDR4 SDRAM,512 GB,USB 3.2,NVIDIA GeForce RTX 3050,4 GB,,,,,,10.8 Volts,85 Watts,No Optical Drive,,,Battery Powered,,,Bluetooth,,,,82K2022VIN,IdeaPad Gaming 3 15ACH6,2021,512 GB,,512 GB,8 GB,16 GB,DDR4,5th Gen AMD Ryzen 5-5600H,"USB, Ethernet, HDMI",Anti Glare Screen,amd b560,"Laptop, User Manual, Power Adapter",5,"Windows® 11 Home 64, English, Pre-Installed: MS Office Home and Student 2021",LED,FHD,,"Headphones, Speakers",,Yes,Yes,Polymer,120 Hz,,3,Backlit,"Bluetooth, Wi-Fi, USB, HDMI",Keyboard,,,,,4.5 Hours,4.5 Hours,,,,Laptops,5G,Gaming Laptop,,,,
"Dell Inspiron 5330 Laptop, Intel Evo Platform Powered by Intel Core i7-1360P Processor/16GB LP DDR5/1TB SSD/13.3"" (33.78cm) QHD+ 300 nits/Win 11 + MSO'21/15 Month McAfee/Platinum Silver/1.24kg","1,06,490",https://www.amazon.in/Dell-Inspiron-Platform-i7-1360P-Processor/dp/B0CCSP5WTL/ref=sr_1_1090?dib=eyJ2IjoiMSJ9.ZXFg5Qq_Mn-Vj7nAFyDmKHu8hxJnmpvHe1H6sbzg0EnOrSlLoYq1s4QSCUrrfz1Vs4UJHrfbQ6WNfc8TUcYSralHggX0sX_JJrWUHaM3QOlly7R0cvGQqZ0wEqnx8NfAsWvjINzorA-7Eo4esjp1NG_jVaJw9HWlLw0Ufdy_KPPpvT2uQoVG7ZKteHmbO2zXrdHqFt84QT6V2JXUK9rt3MoMZKJhUHQAB1-ZCOyTH8KHWi9gpamG0Ubct3Z50Lnk2V-xl-k-40VN-mbw6eSSvKsudBnK78zjD7y7J78gRKjxDur5kxrbxoQLlGEwe0B57xHmxSRdOSg4fYS8xzMr5R4woA89EeNPio6kPasZIk0.z9G5Txx1eFd-K_O0aQtBCs8WBdaNRZWo7DeUAgqZ_C0&dib_tag=se&qid=1737659118&s=computers&sr=1-1090&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Dell,Dell India Pvt Ltd,Inspiron 5330,Platinum Silver,Laptop,42.3 Centimeters,6.9 Centimeters,13.3 Inches,2560 x 1440,,42.3 x 6.9 x 42.3 cm; 1.24 kg,1 Lithium Ion batteries required. (included),IN5330MHMCC001ORS1,Intel,Core i7,5 GHz,1,Lpddr 5,32 GB,SSD,Speakers,Intel,Integrated,Shared,Integrated,Bluetooth,Windows 11 Home,42 Hours,Yes,54 Watt Hours,4,"User Manual, Laptop, Charger & Adapter",,1 kg 240 g,B0CCSP5WTL,"3.9
10 ratings
3.9 out of 5 stars","#60,184 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,825 in Traditional Laptops",25 July 2023,Dell India Pvt Ltd,Dell India Pvt Ltd,42.3 x 6.9 x 42.3 Centimeters,1 Count,Laptop,16 GB,,,,,,,,,1,,240 Volts,,CD-R,,,Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Windows Inspiron 3515 Laptop, AMD Ryzen 5-3450U, Win 11 + MSO'21, 8GB GDDR4, 512Gb SSD, Vega Graphics, 15.6"" (39.62Cms) FHD Anti-Glare, Carbon Black - D560790WIN9BE, 1.8Kgs","50,490",https://www.amazon.in/Dell-Inspiron-Graphics-Anti-Glare-D560790WIN9BE/dp/B09TNY95RK/ref=sr_1_1105?dib=eyJ2IjoiMSJ9.1LFsfA5EYQbPb0ZvoMJlxVFztNL2WDX2on2PxvAvOErzjuQpqYdDpCMfaXooaAwdL9VjAW99LeAbAo0N50wMEpCDva8iIby9Wd9g0HfYIgw1Xy87BOK4QcM-yXuqNbBEPeWiEBExrUHTt6jCw-4wqmbpoyZllpgbXrc2rLHkdbhPcOTNBg-xLEK8lYylQWEaftk1CfmkR4-mbxdaxs2Ng66zRZJzrQWa4u-XefTG6yz4hK8S4aLDqapx5oShQD9IXsTYJYQI0L7VgvhwP8a7mW959pbukRkAQHu7L_FPW5EZfGSMqMNsheZKNc_Q1byDicxxbn3e4smRrjveyO4XMQPwMjjHFqYrQntajzuMJW8.QcwFrHf9D7UKk6Z3EhnEwhP80pvUY8pYkG8tU_eCNLo&dib_tag=se&qid=1737659688&s=computers&sr=1-1105&xpid=aGsdZ06zmnQzo,2025-01-24 00:51:57,Dell,Dell India Pvt Ltd,Inspiron,Carbon Black,Laptop,19 Millimeters,35.8 Centimeters,15.6 Inches,,,23.5 x 35.8 x 1.9 cm; 2.63 kg,1 Lithium Ion batteries required. (included),D560790WIN9BE,AMD,Ryzen 5,2.1 GHz,1,DDR4,32 GB,SSD,Speakers,AMD,Integrated,,Integrated,"Bluetooth, Wi-Fi",Windows 11,,Yes,2.6 Watt Hours,3,"Laptop, Battery, AC Adapter, User Guide, Manuals",China,2 kg 630 g,B09TNY95RK,"3.7
188 ratings
3.7 out of 5 stars","#48,214 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,427 in Traditional Laptops",1 March 2022,Dell India Pvt Ltd,Dell India Pvt Ltd,23.5 x 35.8 x 1.9 Centimeters,1 Count,Laptop,8 GB,,,USB 3.2,Vega Graphics,8 GB,,,1,2,1,240 Volts,,,,,Battery Powered,,5400 RPM,"Bluetooth, 802.11ac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
