title,price,url,scrape_date,tech_Manufacturer,tech_Country of Origin,tech_Item model number,tech_Package Dimensions,tech_ASIN,info_Manufacturer,info_Packer,info_Importer,info_Item Weight,info_Net Quantity,info_Included Components,info_Generic Name,tech_Brand,tech_Series,tech_Colour,tech_Form Factor,tech_Item Height,tech_Item Width,tech_Standing screen display size,tech_Screen Resolution,tech_Product Dimensions,tech_Batteries,tech_Processor Brand,tech_Processor Type,tech_Processor Speed,tech_Processor Count,tech_RAM Size,tech_Memory Technology,tech_Maximum Memory Supported,tech_Hard Disk Description,tech_Audio Details,tech_Graphics Coprocessor,tech_Graphics Chipset Brand,tech_Graphics Card Description,tech_Graphics RAM Type,tech_Graphics Card Ram Size,tech_Graphics Card Interface,tech_Connectivity Type,tech_Number of USB 3.0 Ports,tech_Voltage,tech_Operating System,tech_Are Batteries Included,tech_Lithium Battery Energy Content,tech_Number of Lithium Ion Cells,tech_Included Components,tech_Item Weight,info_ASIN,info_Customer Reviews,info_Best Sellers Rank,info_Date First Available,info_Item Dimensions LxWxH,tech_Resolution,tech_Computer Memory Type,tech_Optical Drive Type,tech_Memory Clock Speed,tech_Hard Drive Size,tech_Hard Drive Interface,tech_Wireless Type,tech_Average Battery Life (in hours),tech_Hard Disk Rotational Speed,tech_Number of HDMI Ports,tech_Power Source,tech_Hardware Platform,tech_Number of USB 2.0 Ports,tech_Notebook Display Technology,tech_Number of Ethernet Ports,tech_Speaker Description,tech_Wattage,tech_Average Battery Standby Life (in hours),tech_Lithium Battery Weight,tech_Number of Audio-out Ports,tech_Front Webcam Resolution,tech_Number of Lithium Metal Cells,tech_Rear Webcam Resolution,tech_Processor Socket,tech_Model,tech_Model Name,tech_Model Year,tech_Memory Storage Capacity,tech_Flash Memory Installed Size,tech_Ram Memory Installed Size,tech_RAM memory maximum size,tech_Ram Memory Technology,tech_Processor model number,tech_Hardware Interface,tech_Special Features,tech_Chipset Type,tech_Mounting Hardware,tech_Number of items,tech_Software included,tech_Display Technology,tech_Display Type,tech_Audio Output Type,tech_Battery Average Life,tech_Battery Average Life Standby,tech_Batteries Included,tech_Batteries Required,tech_Battery cell composition,tech_Total USB ports,tech_Connector Type,tech_Device interface - primary,tech_Supports Bluetooth Technology,tech_Memory Slots Available,tech_Cellular technology,tech_Refresh Rate,tech_Keyboard Description,tech_Item dimensions L x W x H,tech_Recommended Uses For Product,tech_Number of Pieces,tech_Reusability,tech_Pattern,tech_Net Quantity,tech_Finish Type,tech_Number of Microphone Ports,tech_Aspect Ratio,tech_Microphone format,tech_Number of Ports,tech_Battery Description,tech_Item part number
"MSI Modern 15, Intel 12Th Gen I5-1235U, 40Cm Fhd Thin & Light Laptop (8Gb/512Gb Nvme Ssd/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg, B12Mo-818In)","38,990",https://www.amazon.in/MSI-I5-1235U-Windows-Graphics-B12Mo-818In/dp/B0D1VLF472/ref=sr_1_649?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-649&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,MSI,China,,,,,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",,1 Count,,Laptop,MSI,Modern 15,Classic Black,Laptop,47.3 Centimeters,30.3 Centimeters,40 Centimetres,1920 x 1080 pixel,7.9 x 30.3 x 47.3 cm; 1.7 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i5,0.9 GHz,1,,DDR4,16 GB,SSD,"Headphones, Speakers",Intel Iris Xe Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,2,3.6 Volts,Windows 11 Home,Yes,39.3 Watt Hours,3,"Laptop, Power Adapter, Battery",1 kg 700 g,B0D1VLF472,"4.6
3 ratings
4.6 out of 5 stars","#29,958 in Computers & Accessories (See Top 100 in Computers & Accessories)
#819 in Traditional Laptops",16 April 2024,7.9 x 30.3 x 47.3 Centimeters,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/1TB SSD/Win 11/Office 21/FHD+IR Camera/Alexa/3 Mon GamePass/Grey/1.8Kg), 83DC0003IN","81,900",https://www.amazon.in/Lenovo-IdeaPad-WUXGA-IPS-GamePass-83DC0003IN/dp/B0CYGJLXCN/ref=sr_1_650?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-650&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,16IMH9,,,,"One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China","Lenovo (India) Private Limited, RBD Icon, Level 2, Doddenakundi Village, Marathahalli Outer Ring Road, K. R. Puram Hobli, Bangalore 560037, Karnataka, India",,1 Piece,,Laptop,Lenovo,IdeaPad Slim 5,Cloud Grey,Ultra-Portable,50.9 Centimeters,37.1 Centimeters,16 Inches,1920 x 1080 pixel,7.7 x 37.1 x 50.9 cm; 1.89 kg,1 Lithium Polymer batteries required. (included),Intel,Core i5,4.5 GHz,14,16,Lpddr5x,16 GB,SSD,"Headphones, Speakers",Integrated Intel Arc Graphics,Intel,Integrated,Shared,,Integrated,Wi-Fi,4,,Windows 11 Home,Yes,57 Watt Hours,3,Laptop,1 kg 890 g,B0CYGJLXCN,"4.4
3 ratings
4.4 out of 5 stars","#34,396 in Computers & Accessories (See Top 100 in Computers & Accessories)
#980 in Traditional Laptops",19 March 2024,7.7 x 37.1 x 50.9 Centimeters,1920 x 1200 Pixels,DDR5 RAM,No Optical Drive,,1 TB,PCIE x 4,,5 Hours,,,,,,,,"Stereo speakers, 2W x2, optimized with Dolby Audio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo ThinkPad L14 Intel Core i5-10310U Quad Core Processor Laptop (32 GB DDR4 RAM/256 GB SSD/14"" (39.62 cm) FHD (1080p)/Windows 11/WiFi/Bluetooth/Webcam)","32,990",https://www.amazon.in/Refurbished-Lenovo-ThinkPad-L14-i5-10310U/dp/B0DG581LRW/ref=sr_1_651?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-651&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,India,Lenovo ThinkPad L14,20 x 20 x 10 cm; 2 kg,,,rentopc.COM,,,1.00 count,,,Lenovo,Lenovo ThinkPad L14,black,Laptop,,,14.1 Inches,1920 x 1080 pixel,,,Intel,Intel Core i5,1.7 GHz,1,,DDR4,64 GB,SSD,Headphones,,Intel,Integrated,Shared,,Integrated,"Bluetooth, Wi-Fi",3,,Windows,No,,,"Laptop, Power Cord, Battery, Power Adaptor",2 kg,B0DG581LRW,,"#31,494 in Computers & Accessories (See Top 100 in Computers & Accessories)
#47 in Best Offers from Renewed
#64 in Refurbished Deals
#885 in Traditional Laptops",5 September 2024,,1920 x 1200 pixels Pixels,DDR4 SDRAM,,,256 GB,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Translucent Black/1.98Kg), A12VE-071IN","72,150",https://www.amazon.in/MSI-i5-12450H-Windows-Translucent-A12VE-071IN/dp/B0BW9L9NMM/ref=sr_1_653?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-653&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,MSI,,9S7-15K111-071,,,,"Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China","Micro-Star International Co., Ltd. No. 88 East Qianjin Road, Kunshan City, Jiangsu, China",,1 Piece,,Laptop,MSI,Cyborg 15 A12VE-071IN,Translucent Black,Clamshell,23 Millimeters,25 Centimeters,40 Centimetres,1920 x 1080 pixels,35.9 x 25 x 2.3 cm; 1.98 kg,1 Lithium Polymer batteries required. (included),Intel,Intel Core i5,4.4 GHz,1,16 GB,DDR5,64 GB,SSD,"Headphones, Speakers",NVIDIA GeForce RTX 4050,NVIDIA,Dedicated,GDDR6,6 GB,PCI Express,"Bluetooth, Wi-Fi",3,11.1 Volts,Windows 11 Home,Yes,53.5 Watt Hours,3,"Laptop,Power Adapter,",1 kg 980 g,B0BW9L9NMM,"4.4
67 ratings
4.4 out of 5 stars","#36,322 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,043 in Traditional Laptops",20 February 2023,35.9 x 25 x 2.3 Centimeters,,DDR5 RAM,,,512 GB,,,,,1,Battery Powered,"PC, Linux",,,,,53.5 Watt Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell Inspiron 3535 Laptop, AMD Ryzen R3-7320U, 8GB, 512GB, 15.6"" (39.62cm) FHD WVA AG 120Hz Display, Win 11 + MSO'21, 15 Month McAfee, Silver, 1.67kg","32,990",https://www.amazon.in/Dell-Inspiron-3535-Processor-Light-1-67kg/dp/B0CJK21N6B/ref=sr_1_654?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-654&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Dell India Pvt Ltd,India,Inspiron 3535,46 x 35.4 x 6.9 cm; 1.67 kg,,,Dell India Pvt Ltd,Dell India Pvt Ltd,,1 Count,,Laptop,Dell,Inspiron,Silver,Laptop,,,15.6 Inches,1920 x 1080 pixel,,1 CR5 batteries required. (included),AMD,Ryzen 3,4.1,1,8 GB,Lpddr 5,16 GB,SSD,Internal,,AMD,Integrated,Shared,,Integrated,Wi-Fi,2,240 Volts,Windows 11 Home,Yes,1.6 Watt Hours,3,"User Manual, Laptop, Charger & Adapter",1 kg 670 g,B0CJK21N6B,"4.0
3 ratings
4.0 out of 5 stars","#27,973 in Computers & Accessories (See Top 100 in Computers & Accessories)
#757 in Traditional Laptops",21 September 2023,,,,DVD±RW,,80 GB,Serial ATA,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Lenovo Thinkpad Laptop T480 Intel Core i5 8th Generation - 8350u Processor 32GB RAM & 1 TB SSD, 14 Inches Notebook Computer","24,440",https://www.amazon.in/Renewed-Lenovo-Thinkpad-Laptop-Generation/dp/B0B7BV31SK/ref=sr_1_655?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-655&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Lenovo,,T480-8th-i5-32-1TBSSD-cr,,,,,,,1.00 count,,,Lenovo,T480-cr,black,Notebook,0.8 Centimeters,34 Centimeters,14 Inches,1366x768,23.5 x 34 x 0.8 cm; 1.68 kg,1 9V batteries required.,Intel,Core i5 8250U,1.7 GHz,1,16 GB,DDR4,16 GB,SSD,Headphones,intel,Intel,Integrated,DDR SDRAM,,Integrated,Wi-Fi,2,,Windows 10 Pro,No,55 Kilowatt Hours,3,"Laptop , Charger",1 kg 680 g,B0B7BV31SK,"3.5
11 ratings
3.5 out of 5 stars","#37,224 in Computers & Accessories (See Top 100 in Computers & Accessories)
#1,060 in Traditional Laptops",22 July 2022,23.5 x 34 x 0.8 Centimeters,1080p Full HD Pixels,,No Optical Drive,,1 TB,,,,5400 RPM,,Battery Powered,Windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dell G15-5530 Intel Core i7-13650HX| NVIDIA GeForce RTX 3050, 6 GB (16GB RAM)|1TB SSD, FHD|RGB Backlit Keyboard & G-Key|Win 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Gray|2.65Kg|Gaming Laptop","93,990",https://www.amazon.in/Dell-G15-5530-i7-13650HX-GeForce-Keyboard/dp/B0DK7M3SFF/ref=sr_1_656?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-656&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Dell,China,,57.79 x 34.5 x 7.7 cm; 2.65 kg,,,Dell India Pvt. Ltd.,Dell India Pvt. Ltd.,,1 Piece,,Laptop,Dell,G Series,Dark Shadow Gray with Black thermal shelf,Clamshell,,,15.6 Inches,1920 x 1080 pixels,,1 Lithium Ion batteries required. (included),NVIDIA,Core i7,4.9 GHz,1,,DDR5,32 GB,SSD,,,NVIDIA,Dedicated,DDR5 SDRAM,6 GB,PCI Express,,4,,Windows 11 Home,Yes,56 Watt Hours,3,Laptop |Power Adapter|User Manual,2 kg 650 g,B0DK7M3SFF,"3.9
3 ratings
3.9 out of 5 stars","#31,610 in Computers & Accessories (See Top 100 in Computers & Accessories)
#881 in Traditional Laptops",17 October 2024,,,DDR5 RAM,No Optical Storage,,1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell Latitude 3440 Intel I5-1235U/8GB/512 SSD/14FHD/No Odd/Win11 Pro/3Y+3Y with Backpack,"56,790",https://www.amazon.in/Dell-Latitude-i5-1235U-14FHD-Backpack/dp/B0CXDF6JHB/ref=sr_1_657?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-657&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Dell,,3430,43.2 x 35.5 x 9.8 cm; 1.53 kg,,,Dell,Dell,,,,Laptop,Dell,Latitude Notebook,Black,Laptop,,,14 Inches,1920 x 1080 pixel,,1 Lithium Ion batteries required. (included),Intel,Core i5 Family,4.1 GHz,1,,DDR4,32 GB,SSD,Headphones,,Intel,Integrated,DDR4 SDRAM,,Integrated,Wi-Fi,3,,Windows 11 Pro,Yes,42 Watt Hours,3,"User Manual, Adapter, Laptop",1 kg 530 g,B0CXDF6JHB,,"#26,636 in Computers & Accessories (See Top 100 in Computers & Accessories)
#736 in Traditional Laptops",7 March 2024,,,,,,512 GB,,,,,,,,1,,,,,,0.18 Kilograms,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP ProBook 430 G3 6th Gen Intel Core i5 Business HD Laptop (8 GB RAM/256 GB SSD/13.3"" (33.8 cm) HD/Windows 10 Pro/MS Office/WiFi/Bluetooth/Webcam/Integrated Graphics)","14,699",https://www.amazon.in/Refurbished-HP-Business-Bluetooth-Integrated/dp/B0CV5SF72G/ref=sr_1_658?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-658&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,HP,,,48.2 x 30.6 x 6.4 cm; 1.5 kg,,,,,,1.00 count,,,HP,HP ProBook 430 G3,,Laptop,,,13.3 Inches,1366 x 768,,1 12V batteries required. (included),Intel,Intel Core i5,2.3 GHz,1,,DDR3,16 GB,SSD,Headphones,,Intel,Integrated,Shared,,,"Bluetooth, Wi-Fi",,,Windows,Yes,55 Watt Hours,3,"Laptop, Power Cord, Battery",1 kg 500 g,B0CV5SF72G,"2.9
10 ratings
2.9 out of 5 stars","#32,961 in Computers & Accessories (See Top 100 in Computers & Accessories)
#95 in 4 star rated refurbished products
#935 in Traditional Laptops",7 February 2024,,1366 x 768 Pixels,,,,256 GB,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomson Neo 14.1 Inch In-N14C Windows 11, Intel Dual Core Processor & Window 11 Home Notebook (4 GB Ram DDR4/ 128 GB Emmc/Thin & Light Weight/Silver)","14,990",https://www.amazon.in/Thomson-Windows-Processor-Window-Notebook/dp/B0DHPFM3RR/ref=sr_1_659?dib=eyJ2IjoiMSJ9.kMN21CGrJghWH9RM96WPQQLjx59u9jNe17ZvG-Xc2WvXdPZ8_ajsXUiCzkOWkHHVrHY3XKjMsT4DXDRjTeKnA5Fq_WSeuO_LfmKQE4Bmd0qY936WO4CSZQasudak1Cb5J__ndRQ-wJhIsZ0V5mgKvqHyInlv1jROly3ccm2VeA-cq70wOQg8Ip_8AIrSmX2OPsxcJI9Hsh5du49Nu0x-gZjglYikOv7bQd-SBdb-sHEYqVP3YdEw3qozEw9JLmoab4QQ9exStZk_kgfrvzlqMex6nmQmMuzd9Fsf7z2wPFkjZsA9NuoCx3IQFozLwNVqUhzwjMOibjuunU9UdbXnRKjbByJdoBv__MVAD_H-jlo.8EVvOT2IRrn7Ep0_tEV80u584Hxf-rH6G0KxqGnkqmA&dib_tag=se&qid=1737619805&s=computers&sr=1-659&xpid=UXgihshJk2j2d,2025-01-23 14:06:31,Shenzhen Orango Technology Co. Ltd,China,IN-N14C,42 x 34 x 7.1 cm; 1.35 kg,,,"Shenzhen Orango Technology Co., Ltd. 5TH FLOOR, 6TH FLOOR, BUILDING B6, HENGSHANGINDUSTRIAL PARK, NO. 739, ZHOUSHI ROAD, HEZHOUCOMMUNITY, HANGCHENG STREET, BAOAN DISTRICT,SHENZHEN SHENZHEN ,China-518100","Shenzhen Orango Technology Co., Ltd. 5TH FLOOR, 6TH FLOOR, BUILDING B6, HENGSHANGINDUSTRIAL PARK, NO. 739, ZHOUSHI ROAD, HEZHOUCOMMUNITY, HANGCHENG STREET, BAOAN DISTRICT,SHENZHEN SHENZHEN ,China-518100",,1 Pack,,Laptop,THOMSON,Thomson NEO 14.1 Inch Intel Dual Core Processor & window 11 Home Notebook (4 GB RAM DDR4/ 128 GB EMMC/Thin & Light Weight / Silver),Silver,Laptop,,,,1366 x 768 pixels,,1 Lithium Polymer batteries required. (included),Intel,Celeron,1.1 GHz,1,,LPDDR4,4 GB,Emmc,Speakers,Intel UHD Graphics,Intel,Intel® UHD Graphics,VRAM,,Integrated,"Bluetooth, Wi-Fi",1,3.6 Volts,Windows 11,Yes,6000 Milliampere Hour (mAh),2,"1 Laptop with Battery, 1 Adaptor, 1 User Manual, 1 Warranty Card",1 kg 350 g,B0DHPFM3RR,"1.0
1 rating
1.0 out of 5 stars","#31,703 in Computers & Accessories (See Top 100 in Computers & Accessories)
#889 in Traditional Laptops",21 September 2024,,,DDR4 SDRAM,No Optical Drive,2400 MHz,128 GB,,,5 Hours,,1,,,1,,,Dual speakers,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
